neighbourhood,property_type,price,rooms,baths,area,age,garages,stratum,neighbourhood_fuzzy,property_type_Encoded,neighbourhood_Encoded
SURORIENTE,APARTAMENTO,790000000,2.0,2.0,91.0,1.0,2,5,SURORIENTE,1,503
URBANIZACION PRADERAS DE GUAYABAL,APARTAMENTO,435000000,3.0,2.0,78.0,1.0,1,3,GUAYABAL,1,197
PAN DE AZUCAR,APARTAESTUDIO,340000000,1.0,2.0,53.0,0.0,1,3,PAN DE AZUCAR,0,393
LAURELES,APARTAMENTO,700000000,3.0,2.0,144.0,0.0,1,5,LAURELES,1,303
EL VELODROMO,APARTAMENTO,210000000,1.0,1.0,31.68,1.0,0,5,VELODROMO,1,559
CAICEDO,CASA,305000000,2.0,3.0,103.0,1.0,0,3,CAICEDO,2,70
ALTO DE MISAEL,APARTAMENTO,190000000,3.0,2.0,56.0,1.0,0,2,ALTO DE MISAEL,1,15
LA OSPINA,APARTAMENTO,240000000,2.0,2.0,60.0,0.0,0,3,LA OSPINA,1,266
SANTA ROSA DE LIMA,CASA,2500000000,5.0,5.0,290.0,0.0,1,6,SANTA ROSA DE LIMA,2,485
LA ALDEA,APARTAMENTO,460000000,3.0,2.0,69.0,1.0,1,4,LA ALDEA,1,212
SABANETA REAL,APARTAMENTO,460000000,3.0,2.0,90.0,2.0,1,4,SABANETA REAL,1,442
ZUÑIGA,APARTAMENTO,1350000000,3.0,4.0,163.0,1.0,2,5,ZUÑIGA,1,592
AURES NO.1,APARTAMENTO,350000000,3.0,2.0,129.0,4.0,0,2,AURES NO.1,1,33
URBANIZACION HORTENCIA LL,APARTAMENTO,280000000,3.0,2.0,53.0,1.0,1,3,URBANIZACION HORTENCIA LL,1,535
ORIENTE ANTIOQUEÑO SECTOR EL LLANITO,APARTAMENTO,500000000,3.0,2.0,79.0,1.0,2,5,ORIENTE ANTIOQUEÑO SECTOR EL LLANITO,1,386
EL PORTAL,APARTAMENTO,850000000,3.0,3.0,172.0,3.0,2,5,EL PORTAL,1,157
LA CANDELARIA,APARTAMENTO,630000000,7.0,5.0,300.0,2.0,1,4,LA CANDELARIA,1,226
BELEN,APARTAMENTO,380000000,3.0,2.0,100.0,0.0,1,3,BELEN,1,44
SAN JOSE,APARTAMENTO,630000000,3.0,2.0,143.0,0.0,1,5,CONJUNTO RESIDENCIAL SAN JOSE,1,121
ESCOBERO,CASA,3850000000,4.0,9.0,856.0,2.0,3,6,ESCOBERO,2,178
ENVIGADO,APARTAMENTO,650000000,3.0,3.0,145.0,3.0,1,5,ENVIGADO,1,174
MIRADOR DEL ESMERALDAL,APARTAMENTO,520000000,2.0,2.0,72.0,2.0,2,5,EL ESMERALDAL,1,149
URBANIZACION EL CORTIJO,APARTAMENTO,220000000,2.0,2.0,65.0,2.0,0,3,URBANIZACION EL CORTIJO,1,533
ZUÑIGA,APARTAMENTO,660000000,3.0,4.0,133.0,0.0,0,5,ZUÑIGA,1,592
LA CANDELARIA,APARTAMENTO,250000000,3.0,1.0,70.0,0.0,0,3,LA CANDELARIA,1,226
CASTILLA,CASA,267000000,3.0,2.0,83.0,3.0,0,3,CASTILLA,2,95
LAS LOMITAS,APARTAMENTO,530000000,3.0,2.0,101.0,1.0,2,4,LAS LOMITAS,1,296
LA AMERICA,CASA,1400000000,7.0,5.0,328.0,0.0,1,4,LA AMERICA,2,215
URBANIZACION PRADERAS DE GUAYABAL,APARTAMENTO,280000000,2.0,2.0,61.0,1.0,1,5,GUAYABAL,1,197
SANTA MARIA 1,APARTAMENTO,340000000,3.0,2.0,95.0,0.0,0,3,SANTA MARIA,1,480
VALLANO,CASA,2000000000,5.0,5.0,380.0,0.0,4,6,VALLANO,2,557
HOLANDA,APARTAMENTO,350000000,2.0,2.0,61.0,0.0,0,5,HOLANDA,1,199
EL AJIZAL,APARTAMENTO,350000000,3.0,2.0,67.0,3.0,0,3,EL AJIZAL,1,135
LOS COLORES,APARTAMENTO,433000000,3.0,2.0,127.0,4.0,1,4,LOS COLORES,1,336
AVES MARIA,APARTAMENTO,360000000,3.0,2.0,64.0,0.0,1,4,AVES MARIA,1,35
ACTIVIDAD MULTIPLE,APARTAMENTO,198000000,3.0,1.0,68.0,0.0,0,3,ACTIVIDAD MULTIPLE,1,4
LOS ARIAS,APARTAMENTO,480000000,2.0,2.0,110.0,1.0,1,4,LOS ARIAS,1,332
CENTRO,APARTAMENTO,240000000,3.0,2.0,60.0,0.0,0,3,CENTRO,1,101
CABUYAL,CASA,3000000000,3.0,5.0,400.0,1.0,4,5,CABUYAL,2,69
LALINDE,APARTAMENTO,1110000000,3.0,4.0,128.0,2.0,2,6,LALINDE,1,282
LOMA DEL CHOCHO,CASA,1120000000,2.0,3.0,196.0,1.0,2,5,LOMA DEL CHOCHO,2,319
SANTA LUCIA,APARTAMENTO,225000000,2.0,1.0,46.0,3.0,0,3,SANTA LUCIA,1,478
PAN DE AZUCAR,APARTAMENTO,195000000,3.0,2.0,53.0,1.0,0,5,PAN DE AZUCAR,1,393
CUMBRES,APARTAMENTO,895000000,3.0,3.0,127.0,0.0,2,5,CUMBRES,1,128
CUCARACHO,APARTAMENTO,380000000,11.0,5.0,219.0,3.0,0,2,CUCARACHO,1,127
SAN JOAQUIN,APARTAMENTO,455000000,3.0,2.0,65.0,4.0,1,5,SAN JOAQUIN,1,459
EL POBLADO,APARTAMENTO,1300000000,3.0,3.0,150.0,1.0,3,6,ALTOS DEL POBLADO,1,17
SURAMERICA,APARTAMENTO,340000000,3.0,2.0,71.0,1.0,1,4,SURAMERICA,1,501
MESA,APARTAMENTO,1150000000,2.0,2.0,105.0,0.0,2,6,MESA,1,357
SANTA CATALINA,APARTAMENTO,329000000,3.0,2.0,60.0,1.0,1,4,SANTA CATALINA,1,472
ESCOBERO,APARTAMENTO,680000000,3.0,3.0,92.0,3.0,1,5,ESCOBERO,1,178
LA ABADIA,APARTAMENTO,565000000,3.0,2.0,98.0,0.0,0,5,LA ABADIA,1,210
ESTADIO,APARTAMENTO,335000000,3.0,2.0,76.0,1.0,1,4,ESTADIO,1,181
CALASANZ,APARTAMENTO,460000000,4.0,2.0,97.0,0.0,1,5,CALASANZ,1,72
URBANIZACION MONTECARLO,APARTAMENTO,260000000,4.0,2.0,67.0,0.0,0,3,URBANIZACION MONTECARLO,1,543
LA FERRERIA,APARTAMENTO,290000000,3.0,3.0,63.0,0.0,1,3,LA FE,1,241
PAN DE AZUCAR,APARTAMENTO,227000000,3.0,2.0,69.0,1.0,0,2,PAN DE AZUCAR,1,393
PUEBLO VIEJO,APARTAMENTO,330000000,3.0,2.0,68.0,0.0,1,4,PUEBLO VIEJO,1,425
VEREDA SAN JOSE,APARTAMENTO,280000000,3.0,2.0,54.0,0.0,1,3,VEREDA SAN JOSE,1,563
EL TRIANON,APARTAMENTO,387000000,2.0,2.0,70.0,1.0,1,4,EL TRIANON,1,167
FATIMA,APARTAMENTO,255000000,3.0,2.0,64.0,1.0,1,2,FATIMA,1,185
ENTRE AMIGOS,APARTAMENTO,338000000,3.0,2.0,65.0,2.0,1,3,ENTRE AMIGOS,1,171
YARUMITO,CASA,850000000,5.0,4.0,204.0,3.0,1,4,YARUMITO,2,584
LA LOMA DEL INDIO,APARTAMENTO,320000000,2.0,2.0,76.0,1.0,0,4,LOMA DEL INDIO,1,320
LOS BALSOS,APARTAMENTO,680000000,3.0,2.0,93.0,3.0,1,6,POBLADO LOS BALSOS N 1,1,413
VELODROMO,APARTAMENTO,869900000,4.0,4.0,148.0,3.0,1,5,VELODROMO,1,559
EL POBLADO,APARTAMENTO,530000000,2.0,3.0,87.0,2.0,1,6,ALTOS DEL POBLADO,1,17
SAN ANDRES,APARTAMENTO,331500000,3.0,2.0,74.0,0.0,0,3,SAN ANDRES,1,446
LAURELES,APARTAMENTO,625000000,3.0,3.0,100.0,0.0,1,5,LAURELES,1,303
SANTA TERESITA,APARTAMENTO,1900000000,3.0,5.0,300.0,2.0,2,5,SANTA TERESITA,1,486
COLINA CAMPESTRE,APARTAMENTO,1300000000,3.0,4.0,164.0,1.0,1,5,COLINA CAMPESTRE,1,115
EL POBLADO,APARTAMENTO,500000000,3.0,2.0,118.0,4.0,2,6,ALTOS DEL POBLADO,1,17
SAN RAFAEL,APARTAMENTO,260000000,2.0,2.0,52.0,0.0,0,3,SAN RAFAEL,1,469
EL TRIANON,APARTAMENTO,370000000,3.0,2.0,60.0,2.0,1,4,EL TRIANON,1,167
LAS PALMAS,APARTAMENTO,670000000,3.0,2.0,104.0,1.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,1,2
LOMA DEL ESCOBERO,APARTAMENTO,470000000,3.0,3.0,92.0,0.0,0,5,ESCOBERO,1,178
CUMBRES,CASA,710000000,3.0,3.0,165.0,1.0,2,6,CUMBRES,2,128
AURES NO.1,APARTAMENTO,350000000,3.0,3.0,104.0,2.0,1,4,AURES NO.1,1,33
LOS COLORES,APARTAMENTO,350000000,3.0,2.0,56.0,0.0,1,4,LOS COLORES,1,336
LOMA DE LOS PARRA,APARTAMENTO,750000000,1.0,2.0,110.0,1.0,2,6,LOMA DE LOS PARRA,1,313
LOS COLORES,APARTAMENTO,430000000,3.0,2.0,76.0,0.0,1,4,LOS COLORES,1,336
LAS LOMITAS,APARTAMENTO,495000000,3.0,2.0,84.0,2.0,2,4,LAS LOMITAS,1,296
CUMBRES,CASA,770000000,2.0,3.0,155.0,2.0,2,4,CUMBRES,2,128
ITAGUI,APARTAMENTO,265000000,3.0,2.0,67.0,0.0,1,4,ITAGUI,1,203
LAS LOMITAS,CASA,850000000,4.0,5.0,294.0,1.0,2,4,LAS LOMITAS,2,296
GIRARDOT,APARTAMENTO,168000000,3.0,1.0,46.0,0.0,0,3,GIRARDOT,1,194
JARDINES,APARTAMENTO,585000000,3.0,2.0,108.0,4.0,2,5,JARDINES,1,204
FERRENI,APARTAMENTO,720000000,3.0,3.0,99.8,1.0,2,4,FERRENI,1,186
LA ESTRELLA,APARTAMENTO,195000000,2.0,2.0,50.0,0.0,0,3,LA ESTRELLA,1,240
CASTROPOL,APARTAMENTO,570000000,3.0,2.0,96.0,2.0,1,5,CASTROPOL,1,96
CALASANZ,APARTAMENTO,307000000,2.0,2.0,51.0,0.0,0,5,CALASANZ,1,72
LOMA LINDA,APARTAMENTO,430000000,3.0,2.0,106.0,2.0,1,4,LOMA LINDA,1,324
ROBLEDO,APARTAMENTO,200000000,3.0,2.0,53.0,1.0,1,3,ROBLEDO,1,437
LA CASTELLANA,APARTAMENTO,750000000,3.0,3.0,125.0,0.0,0,4,LA CASTELLANA,1,228
LA PRADERA,APARTAMENTO,412100000,3.0,2.0,100.0,3.0,1,3,LA PRADERA,1,271
LA INMACULADA,APARTAMENTO,630000000,3.0,3.0,116.0,0.0,0,4,LA INMACULADA,1,252
EL VELODROMO,CASA,925000000,7.0,5.0,350.0,4.0,0,4,VELODROMO,2,559
LOMA DEL CHOCHO,CASA,1500000000,3.0,3.0,160.0,1.0,2,3,LOMA DEL CHOCHO,2,319
SANTA MONICA,CASA,770000000,5.0,3.0,238.0,3.0,2,4,SANTA MONICA,2,484
PONTEVEDRA,APARTAMENTO,650000000,4.0,2.0,107.0,3.0,1,5,PONTEVEDRA,1,415
EL DIAMANTE,CASA,201000000,2.0,2.0,60.0,3.0,0,3,EL DIAMANTE 2,2,146
TRECE DE NOVIEMBRE,APARTAMENTO,1200000000,4.0,4.0,179.0,3.0,3,6,TRECE DE NOVIEMBRE,1,520
SANTA CATALINA,APARTAMENTO,325000000,1.0,2.0,63.0,1.0,1,4,SANTA CATALINA,1,472
BETANIA,APARTAMENTO,290000000,3.0,2.0,69.0,2.0,0,3,BETANIA,1,54
LOMA DE LAS BRUJAS,APARTAMENTO,1900000000,4.0,5.0,360.0,1.0,3,6,LOMA DE LAS BRUJAS,1,309
LAS PLAYAS,APARTAMENTO,300000000,3.0,2.0,90.0,1.0,0,3,LAS PLAYAS,1,301
CALASANZ,APARTAMENTO,310000000,3.0,2.0,75.0,3.0,1,4,CALASANZ,1,72
BOSTON,APARTAMENTO,240000000,3.0,1.0,50.0,2.0,0,4,BOSTON,1,61
LOMA DE LAS BRUJAS,APARTAMENTO,680000000,3.0,2.0,128.0,1.0,1,5,LOMA DE LAS BRUJAS,1,309
BUENOS AIRES,APARTAMENTO,121000000,2.0,1.0,40.0,2.0,1,2,BUENOS AIRES,1,65
SIMON BOLIVAR,APARTAESTUDIO,800000000,3.0,2.0,215.0,0.0,1,5,SIMON BOLIVAR,0,498
LAS PALMAS,CASA,5500000000,3.0,4.0,400.0,0.0,0,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
CALASANZ,APARTAMENTO,400000000,3.0,2.0,74.0,1.0,1,4,CALASANZ,1,72
SURORIENTE,APARTAMENTO,660000000,3.0,2.0,107.0,2.0,2,5,SURORIENTE,1,503
VILLA HERMOSA,APARTAMENTO,275000000,3.0,2.0,85.0,0.0,0,4,VILLA HERMOSA,1,567
LAS VEGAS,APARTAMENTO,690000000,3.0,2.0,87.0,1.0,2,6,LAS VEGAS,1,302
LA PLAYITA,APARTAMENTO,170000000,2.0,1.0,47.0,1.0,0,3,LA PLAYITA,1,270
ZUÑIGA,CASA,1500000000,9.0,3.0,350.0,2.0,2,5,ZUÑIGA,2,592
PAJARITO,APARTAMENTO,120000000,2.0,1.0,40.5,2.0,0,3,ROBLEDO PAJARITO,1,438
CAMINO VERDE,APARTAMENTO,900000000,2.0,2.0,81.0,0.0,1,5,CAMINO VERDE,1,80
CALASANZ,APARTAMENTO,520000000,3.0,2.0,76.0,1.0,1,4,CALASANZ,1,72
LOS COLORES,APARTAMENTO,310000000,3.0,2.0,80.0,0.0,0,4,LOS COLORES,1,336
LOS BALSOS NO.2,APARTAMENTO,3300000000,4.0,5.0,390.0,1.0,3,6,LOS BALSOS,1,333
SURAMERICA,APARTAMENTO,435000000,2.0,2.0,72.0,0.0,1,4,SURAMERICA,1,501
RESTREPO NARANJO,APARTAMENTO,510000000,3.0,2.0,126.0,4.0,0,2,RESTREPO NARANJO,1,433
PRADO,CASA,1480000000,1.0,3.0,450.0,0.0,1,5,SAN ANTONIO DE PRADO,2,448
CALASANZ,APARTAMENTO,415000000,3.0,2.0,84.0,0.0,1,4,CALASANZ,1,72
SABANETA REAL,APARTAMENTO,680000000,2.0,2.0,130.0,0.0,2,3,SABANETA REAL,1,442
LA PAZ,CASA,620000000,3.0,3.0,153.0,3.0,1,4,ENVIGADO LA PAZ LV,2,175
SAN BERNARDO,APARTAMENTO,210000000,3.0,1.0,54.0,0.0,0,3,BELEN SAN BERNARDO,1,49
ESCOBERO,CASA,805000000,4.0,3.0,186.0,4.0,2,5,ESCOBERO,2,178
LOMA DEL CHOCHO,APARTAMENTO,595000000,2.0,3.0,88.0,0.0,2,5,LOMA DEL CHOCHO,1,319
ASDESILLA,APARTAMENTO,390000000,2.0,2.0,69.0,0.0,1,4,ASDESILLAS,1,28
LAURELES,APARTAMENTO,380000000,3.0,2.0,100.0,2.0,1,4,LAURELES,1,303
LA PRADERA,APARTAMENTO,345000000,3.0,2.0,62.0,1.0,1,5,LA PRADERA,1,271
BUENOS AIRES,APARTAMENTO,180000000,2.0,1.0,40.0,0.0,0,3,BUENOS AIRES,1,65
CENTRO,APARTAMENTO,345000000,3.0,2.0,64.0,2.0,1,3,CENTRO,1,101
SAN JOSE,APARTAMENTO,260000000,3.0,2.0,59.0,3.0,0,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
BOSTON,APARTAMENTO,220000000,2.0,2.0,40.0,3.0,1,4,BOSTON,1,61
MIRADOR DEL ESMERALDAL,APARTAMENTO,860000000,2.0,2.0,93.0,1.0,2,4,EL ESMERALDAL,1,149
EL CHAGUALO,APARTAESTUDIO,177000000,2.0,1.0,37.0,2.0,0,3,EL CHAGUALO,0,140
EL CARMELO,CASA,360000000,4.0,2.0,100.0,4.0,0,4,EL CARMELO,2,137
EL VELODROMO,APARTAMENTO,870000000,4.0,3.0,155.0,1.0,1,5,VELODROMO,1,559
LOMA DEL INDIO,APARTAMENTO,150000000,2.0,2.0,45.0,3.0,0,3,LOMA DEL INDIO,1,320
LAURELES,APARTAMENTO,700000000,2.0,2.0,120.0,0.0,1,5,LAURELES,1,303
LAS PALMAS,APARTAMENTO,235000000,2.0,2.0,60.0,4.0,1,3,ABURRA SUR ALTO DE LAS PALMAS,1,2
SAN RAFAEL,APARTAMENTO,363000000,3.0,2.0,67.0,1.0,1,4,SAN RAFAEL,1,469
SANTO DOMINGO SAVIO NO.1,APARTAMENTO,280000000,7.0,3.0,128.0,3.0,0,2,SANTO DOMINGO SAVIO NO.1,1,489
PATIO BONITO,APARTAMENTO,475000000,2.0,2.0,74.0,0.0,0,6,PATIO BONITO,1,400
QUEBRADA GRANDE,CASA,250000000,3.0,2.0,50.0,3.0,0,3,QUEBRADA GRANDE,2,427
CONJUNTO RESIDENCIAL SAN FRANSISCO,APARTAMENTO,950000000,3.0,4.0,135.0,1.0,2,5,CONJUNTO RESIDENCIAL SAN FRANSISCO,1,120
LAS PALMAS,CASA,2600000000,3.0,4.0,230.0,1.0,10,5,ABURRA SUR ALTO DE LAS PALMAS,2,2
ABURRA SUR LOMA DE LAS BRUJAS,APARTAMENTO,610000000,2.0,2.0,82.0,1.0,2,5,LOMA DE LAS BRUJAS,1,309
CAMPO VALDEZ,APARTAMENTO,260000000,3.0,2.0,80.0,0.0,0,3,CAMPO VALDEZ,1,86
CUMBRES,CASA,850000000,4.0,4.0,220.0,2.0,4,5,CUMBRES,2,128
BOMBONA NO.2,CASA,245000000,3.0,2.0,85.0,3.0,0,3,BOMBONA NO.2,2,58
LAS COMETAS,APARTAMENTO,250000000,3.0,1.0,70.0,3.0,0,3,LAS COMETAS,1,290
PAN DE AZUCAR,APARTAMENTO,415000000,2.0,2.0,67.0,1.0,1,4,PAN DE AZUCAR,1,393
ROBLEDO LA AURORA,APARTAMENTO,110000000,3.0,1.0,45.0,0.0,0,2,ROBLEDO,1,437
SUCRE,APARTAMENTO,240000000,2.0,1.0,46.0,0.0,0,3,SUCRE,1,499
LAS LOMITAS,APARTAMENTO,610000000,3.0,3.0,120.0,1.0,2,4,LAS LOMITAS,1,296
VEREDA SAN JOSE,APARTAMENTO,260000000,3.0,2.0,59.0,3.0,0,4,VEREDA SAN JOSE,1,563
MAYORCA,APARTAMENTO,270000000,3.0,2.0,86.0,2.0,0,3,MAYORCA,1,355
LA DOCTORA,CASA,750000000,5.0,6.0,205.0,1.0,0,3,LA DOCTORA,2,236
LOMA DE LOS BERNAL,APARTAMENTO,440000000,3.0,2.0,87.0,4.0,1,5,LOMA DE LOS BERNAL,1,311
EL POBLADO,APARTAMENTO,800000000,3.0,3.0,140.0,0.0,2,6,ALTOS DEL POBLADO,1,17
CALASANZ,APARTAMENTO,510000000,3.0,2.0,100.0,1.0,1,5,CALASANZ,1,72
LA VERDE,CASA,1730000000,8.0,7.0,399.0,1.0,0,4,VILLA VERDE,2,573
MARIA AUXILIADORA,APARTAMENTO,186000000,2.0,1.0,55.0,3.0,1,2,MARIA AUXILIADORA,1,354
ASOMADERA N1,APARTAMENTO,325000000,3.0,2.0,60.0,1.0,1,4,MADERA,1,344
AURES NO.1,CASA,192000000,3.0,1.0,76.0,0.0,0,2,AURES NO.1,2,33
EL RODEO,APARTAESTUDIO,140000000,2.0,1.0,14000000.0,1.0,0,2,EL RODEO,0,160
MILLA DE ORO,APARTAMENTO,1600000000,3.0,4.0,179.0,1.0,2,6,MILLA DE ORO,1,360
ASOMADERA NO.2,APARTAMENTO,495000000,3.0,2.0,94.0,1.0,1,4,ASOMADERA NO.2,1,29
CENTRO DE LA MODA,APARTAMENTO,250000000,3.0,1.0,68.0,3.0,1,3,CENTRO,1,101
ENTRE AMIGOS,APARTAMENTO,345000000,3.0,2.0,60.0,2.0,1,4,ENTRE AMIGOS,1,171
SANTA CATALINA,APARTAMENTO,288000000,2.0,2.0,49.0,2.0,1,4,SANTA CATALINA,1,472
AVES MARIA,APARTAMENTO,530000000,3.0,2.0,101.0,0.0,1,3,AVES MARIA,1,35
EL CHOCHO,CASA,1340000000,4.0,5.0,264.0,0.0,0,5,LOMA DEL CHOCHO,2,319
SIMON BOLIVAR,CASA,570000000,5.0,3.0,165.0,3.0,0,5,SIMON BOLIVAR,2,498
MACHADO,APARTAMENTO,195900000,2.0,2.0,57.0,0.0,0,3,MACHADO,1,343
LOMA DEL ESCOBERO,CASA,5000000000,4.0,6.0,656.0,2.0,10,6,ESCOBERO,2,178
SANTA MARIA,APARTAMENTO,295000000,3.0,2.0,60.0,0.0,1,3,SANTA MARIA DE LOS ANGELES,1,481
LOMA DEL INDIO,APARTAMENTO,280000000,2.0,1.0,52.0,3.0,1,4,LOMA DEL INDIO,1,320
LA DOCTORA,CASA,1390000000,5.0,6.0,300.0,1.0,1,4,LA DOCTORA,2,236
LAS LOMITAS,APARTAMENTO,398000000,3.0,2.0,67.0,2.0,1,4,LAS LOMITAS,1,296
LA CANDELARIA,APARTAMENTO,400000000,4.0,3.0,128.0,4.0,1,4,LA CANDELARIA,1,226
LOMA DE LAS BRUJAS,APARTAMENTO,2500000000,3.0,4.0,430.0,1.0,3,6,LOMA DE LAS BRUJAS,1,309
BELEN LA PALMA,APARTAMENTO,450000000,3.0,2.0,99.0,0.0,1,4,BELEN,1,44
LA FRONTERA,APARTAMENTO,920000000,3.0,4.0,250.0,0.0,2,5,LA FRONTERA,1,248
CUMBRES,APARTAMENTO,650000000,3.0,2.0,120.0,0.0,2,4,CUMBRES,1,128
ALFONSO LOPEZ,CASA,250000000,3.0,2.0,116.0,3.0,0,3,ALFONSO LOPEZ,2,9
SABANETA ASDESILLAS,APARTAMENTO,340000000,3.0,3.0,80.0,1.0,0,3,SABANETA,1,441
PAN DE AZUCAR,APARTAMENTO,455000000,3.0,2.0,75.0,0.0,0,4,PAN DE AZUCAR,1,393
URBANIZACION MANESA,APARTAMENTO,225000000,2.0,1.0,40.0,1.0,1,4,URBANIZACION MANESA,1,538
LAS PALMAS,CASA,3200000000,3.0,5.0,327.0,0.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
EL CARMELO,APARTAMENTO,630000000,3.0,3.0,145.0,0.0,2,4,EL CARMELO,1,137
LAURELES,APARTAMENTO,460000000,3.0,2.0,96.0,2.0,1,5,LAURELES,1,303
TRES ESQUINAS,APARTAMENTO,500000000,3.0,3.0,109.0,0.0,0,4,TRES ESQUINAS,1,521
TRANSV INTERMEDIA,APARTAMENTO,690000000,3.0,2.0,116.0,0.0,0,5,INTERMEDIA,1,201
ARANJUEZ,CASA,290000000,4.0,2.0,93.0,1.0,0,3,ARANJUEZ,2,24
LA AMERICA,APARTAMENTO,449000000,3.0,2.0,139.0,2.0,1,4,LA AMERICA,1,215
SANTA MONICA,APARTAMENTO,225000000,2.0,1.0,60.0,2.0,0,4,SANTA MONICA,1,484
LA FLORESTA,APARTAMENTO,220000000,2.0,2.0,56.0,0.0,0,3,LA FLORESTA,1,244
LAS LOMITAS,APARTAMENTO,285000000,1.0,2.0,54.0,1.0,1,4,LAS LOMITAS,1,296
BELEN ROSALES,APARTAMENTO,480000000,3.0,3.0,138.0,0.0,1,5,BELEN,1,44
BUENOS AIRES,CASA,650000000,17.0,7.0,260.0,4.0,0,3,BUENOS AIRES,2,65
LA ALDEA,APARTAMENTO,295000000,2.0,2.0,62.0,1.0,1,4,LA ALDEA,1,212
SAN DIEGO,APARTAMENTO,660000000,3.0,2.0,88.0,3.0,1,4,SAN DIEGO,1,452
LA PLAYITA,APARTAMENTO,232500000,3.0,2.0,53.0,1.0,1,3,LA PLAYITA,1,270
ENVIGADO,CASA,2700000000,6.0,6.0,530.0,0.0,2,6,ENVIGADO,2,174
LA CUENCA,APARTAMENTO,368000000,3.0,2.0,67.0,1.0,1,4,LA CUENCA,1,235
ZUÑIGA,CASA,3500000000,5.0,5.0,421.0,4.0,6,5,ZUÑIGA,2,592
SURAMERICA,APARTAMENTO,329300000,3.0,2.0,71.0,1.0,1,5,SURAMERICA,1,501
LA PAZ,APARTAMENTO,520000000,2.0,2.0,81.0,1.0,1,4,ENVIGADO LA PAZ LV,1,175
LA CANDELARIA,APARTAMENTO,310000000,3.0,2.0,54.0,0.0,1,3,LA CANDELARIA,1,226
LA TABLAZA,APARTAMENTO,256000000,2.0,2.0,58.0,0.0,0,3,LA TABLAZA,1,276
LOMA DE LAS BRUJAS,APARTAMENTO,1800000000,3.0,5.0,260.0,1.0,2,6,LOMA DE LAS BRUJAS,1,309
COLINA CAMPESTRE,APARTAMENTO,795000000,3.0,2.0,120.0,2.0,2,5,COLINA CAMPESTRE,1,115
LOS ALCAZARES,APARTAMENTO,320000000,3.0,2.0,65.0,2.0,1,4,LOS ALCAZARES,1,329
SIMON BOLIVAR,CASA,470000000,3.0,3.0,128.0,0.0,1,4,SIMON BOLIVAR,2,498
CALASANZ,APARTAMENTO,670000000,3.0,2.0,119.0,1.0,1,4,CALASANZ,1,72
LAURELES,APARTAMENTO,450000000,3.0,3.0,117.0,3.0,2,5,LAURELES,1,303
CALASANZ,APARTAMENTO,270000000,2.0,2.0,56.0,2.0,0,3,CALASANZ,1,72
SAN JOSE,APARTAMENTO,630000000,3.0,3.0,103.0,1.0,2,4,CONJUNTO RESIDENCIAL SAN JOSE,1,121
SABANETA REAL,APARTAMENTO,380000000,2.0,2.0,81.0,2.0,1,4,SABANETA REAL,1,442
LA MINA,APARTAMENTO,290000000,3.0,2.0,60.0,1.0,1,3,LA MINA,1,262
LAS PALMAS,CASA,2650000000,5.0,5.0,350.0,3.0,2,6,ABURRA SUR ALTO DE LAS PALMAS,2,2
EL POBLADO,APARTAMENTO,1945000000,3.0,4.0,310.0,1.0,4,6,ALTOS DEL POBLADO,1,17
LOMA DEL INDIO,APARTAMENTO,400000000,2.0,2.0,64.0,3.0,1,5,LOMA DEL INDIO,1,320
ESCOBERO,APARTAMENTO,530000000,3.0,2.0,100.0,1.0,1,5,ESCOBERO,1,178
EL DIAMANTE 2,APARTAMENTO,850000000,4.0,5.0,250.0,2.0,2,6,EL DIAMANTE 2,1,146
LOMA DEL ESCOBERO,CASA,2300000000,2.0,3.0,290.0,0.0,0,6,ESCOBERO,2,178
SAN PIO,CASA,390000000,3.0,1.0,115.0,1.0,0,3,SAN PIO,2,468
MACHADO,APARTAMENTO,174000000,2.0,1.0,53.0,0.0,0,3,MACHADO,1,343
ENVIGADO,APARTAMENTO,283000000,3.0,2.0,69.0,3.0,0,3,ENVIGADO,1,174
EL DORADO,APARTAMENTO,660000000,3.0,2.0,105.0,1.0,1,5,EL DORADO,1,147
NAZARETH,APARTAESTUDIO,175000000,1.0,1.0,32.0,1.0,0,3,NAZARETH,0,373
LA FRONTERA,APARTAMENTO,900000000,4.0,4.0,266.0,4.0,4,6,LA FRONTERA,1,248
EL TRIANON,APARTAMENTO,610000000,3.0,2.0,84.0,1.0,2,4,EL TRIANON,1,167
EL CHINGUI,APARTAMENTO,450000000,3.0,2.0,68.0,1.0,2,4,EL CHINGUI,1,141
ESCOBERO,APARTAMENTO,740000000,3.0,2.0,107.0,1.0,2,5,ESCOBERO,1,178
BUENOS AIRES,APARTAMENTO,320000000,3.0,2.0,55.0,3.0,1,4,BUENOS AIRES,1,65
SANTA ROSA DE LIMA,APARTAMENTO,390000000,3.0,2.0,80.0,3.0,1,5,SANTA ROSA DE LIMA,1,485
LORETO,APARTAMENTO,140000000,2.0,1.0,37.0,1.0,0,3,LORETO,1,328
EL POBLADO,APARTAESTUDIO,1200000000,2.0,3.0,105.0,1.0,2,6,ALTOS DEL POBLADO,0,17
LA FLORIDA,APARTAMENTO,358875000,3.0,3.0,83.0,0.0,0,4,LA FLORIDA,1,245
