neighbourhood,latitude,longitude,property_type,price,rooms,baths,area,administration_price,age,garages,stratum
Los colores,6.2665446,-75.5924368,Apartamento,450000000,3,2,75.0,228000.0,3.0,1,4
suramerica,6.1604689,-75.6284003,Casa,1600000000,3,4,318.0,646000.0,2.0,2,5
Las Lomitas,6.1499947,-75.6145658,Apartamento,420000000,3,2,75.0,252000.0,2.0,1,4
loma del barro,6.167286499999999,-75.5836963,Apartamento,385000000,3,2,77.0,289000.0,1.0,1,4
Las esmeraldas,6.277471999999999,-75.5559901,Apartamento,280000000,3,1,100.0,0.0,,,3
La orquidea,6.2324244,-75.5578543,Casa,400000000,4,2,102.0,0.0,3.0,,3
Monteazul,6.1504856,-75.61687859999999,Casa,1900000000,3,5,350.0,260000.0,1.0,10,4
Las Palmas,6.238662499999999,-75.564787,Casa,9600000000,4,5,1000.0,948000.0,,10,6
Suramericana,6.253712300000001,-75.5815094,Apartamento,500000000,3,3,160.0,444000.0,,1,5
La milagrosa,6.2375099,-75.56141,Casa,330000000,4,2,110.0,0.0,3.0,1,3
SURAMERICA,6.1609349,-75.6280428,Apartamento,460000000,2,2,80.0,0.0,1.0,1,4
Pan de azucar,6.154185600000001,-75.611992,Apartamento,520000000,5,2,100.0,0.0,1.0,,3
La tablaza,6.118389100000001,-75.6332245,Apartamento,135000000,3,1,55.0,90000.0,0.0,,3
Entreamigos,6.151473,-75.61542969999999,Apartamento,330000000,3,2,94.0,80.0,,,4
Belén Rosales,6.2375625,-75.5897038,Apartamento,750000000,3,3,141.0,0.0,1.0,1,5
Aldea verde,6.143530999999999,-75.6215816,Apartamento,380000000,3,2,75.0,0.0,1.0,1,3
Tierra amarilla,INVALID,INVALID,Apartamento,215000000,2,2,50.0,100000.0,1.0,,3
DITAIRES,6.167792599999999,-75.6318829,Apartamento,330000000,3,2,65.0,220000.0,1.0,1,4
Boston,6.2519328,-75.5596557,Apartamento,220000000,2,2,48.0,175000.0,3.0,,4
Mt. villa grande,6.1804464,-75.5863092,Apartamento,560000000,3,1,85.0,297000.0,,1,4
Las Lomitas,6.1494136,-75.6140357,Apartamento,360000000,3,2,69.0,270000.0,2.0,1,4
Calasanz parte alta,6.266060599999999,-75.60154949999999,Apartamento,520000000,3,2,84.0,300000.0,0.0,1,4
Laureles,19.4119901,-99.1646118,Apartamento,695000000,3,3,102.0,250000.0,1.0,2,5
Loma de San Jose,6.1523691,-75.6248093,Apartamento,285000000,3,2,56.0,125900.0,1.0,1,2
Loma de las brujas,6.1518782,-75.5639843,Apartamento,595000000,1,2,74.0,308000.0,2.0,1,5
Sabaneta real,6.1539375,-75.6149877,Apartamento,220000000,2,2,62.0,110000.0,3.0,,3
Manrique,6.2864931,-75.549188,Apartamento,175000000,2,2,111.0,0.0,4.0,1,2
BOSQUES DE ZUÑIGA,6.1824004,-75.5815428,Apartamento,700000000,3,2,160.0,615000.0,0.0,2,5
Benedictinos,6.1790843,-75.57466819999999,Casa,1750000000,3,4,260.0,550000.0,2.0,2,5
Vegas de san jose,6.1477836,-75.6209177,Apartamento,460000000,3,2,78.0,300000.0,1.0,1,4
La Floresta,6.2557507,-75.60045819999999,Apartamento,575000000,4,3,125.0,0.0,4.0,,4
suramerica,6.1599294,-75.6284093,Casa,900000000,4,4,201.0,350000.0,,3,4
la florida,6.1538017,-75.6072793,Apartamento,398000000,3,2,75.0,290000.0,1.0,1,4
San andres,6.1640057,-75.6363293,Casa,435000000,4,3,106.0,0.0,1.0,,3
Vegas de san jose,6.1515721,-75.62481869999999,Apartamento,405000000,3,2,75.0,210000.0,1.0,1,4
La candelaria,6.2476376,-75.56581530000001,Apartamento,780000000,3,2,111.0,577000.0,,2,5
vereda cañaveralejo,6.143356499999999,-75.6188765,Apartamento,310000000,3,2,58.0,240000.0,1.0,1,3
Holanda,6.1504856,-75.61687859999999,Apartamento,470000000,3,3,84.0,240000.0,,1,4
Las antillas,6.154336,-75.5861991,Apartamento,390000000,3,2,69.25,316000.0,1.0,1,4
San Javier,6.2598825,-75.6134501,Apartaestudio,100000000,3,2,40.0,100000.0,2.0,1,3
Aves Maria,6.1474276,-75.6165055,Apartamento,315000000,3,2,67.0,155000.0,1.0,1,4
Pilar a,6.2745514,-75.5849575,Apartamento,370000000,2,2,73.0,0.0,2.0,1,4
Villa verde,6.1573101,-75.5782206,Apartamento,420000000,3,2,75.0,350000.0,,1,4
San Lucas,6.1799446,-75.5640593,Casa,1490000000,3,4,244.0,790000.0,1.0,2,5
Calasanz,6.2632726,-75.60059509999999,Apartamento,490000000,3,2,81.0,250000.0,2.0,1,4
cañaveralejo,6.144210200000001,-75.6227407,Apartamento,400000000,3,2,75.0,276000.0,2.0,1,4
Urbanizacion manesa,6.281082,-75.61432099999999,Apartamento,125000000,2,1,46.0,0.0,2.0,,2
Boston,6.2476376,-75.56581530000001,Casa,980000000,5,1,364.0,0.0,,,3
La Florida,6.205938199999999,-75.5690849,Apartamento,1100000000,3,3,217.0,1350000.0,4.0,3,6
CENTRO,6.1681832,-75.6190324,Apartamento,300000000,2,2,60.0,0.0,,1,4
Calasanz,6.268420700000001,-75.5974841,Apartamento,790000000,3,3,100.0,336000.0,3.0,2,4
San francisco,6.1695619,-75.6420046,Apartamento,230000000,3,2,70.0,10000.0,3.0,,3
Conquistadores,6.239965,-75.582222,Apartamento,450000000,4,4,142.0,250000.0,4.0,1,5
Castilla,6.2476376,-75.56581530000001,Apartamento,140000000,3,1,55.0,55.0,3.0,,3
San Joaquin,6.2458085,-75.5892511,Apartamento,750000000,3,3,130.0,311000.0,2.0,1,5
Los arias,6.1519185,-75.60090570000001,Apartamento,220000000,3,2,60.0,0.0,,,3
asturias,6.1671019,-75.6119466,Apartamento,260000000,3,2,70.0,0.0,,,3
Loma del Atravesado,6.171474799999999,-75.56515019999999,Casa,1800000000,3,4,213.0,650000.0,1.0,2,6
Escobero,6.167286499999999,-75.5836963,Apartamento,582000000,3,2,88.0,420000.0,2.0,1,4
EL POBLADO LOMA DEL INDIO,6.2282008,-75.56457089999999,Apartamento,370000000,2,2,64.0,265000.0,3.0,1,4
itagui parque,6.1719823,-75.6111413,Apartaestudio,150000000,1,1,54.0,80000.0,1.0,,3
Aves Maria,6.1478262,-75.6141902,Apartamento,480000000,3,2,99.0,300000.0,,1,4
Envigado,6.174868699999999,-75.5897311,Apartamento,850000000,3,3,172.0,530000.0,,2,5
Sabaneta real,6.151146199999999,-75.6231274,Apartamento,250000000,1,2,46.0,0.0,1.0,1,4
Conquistadores,6.2425576,-75.5825783,Apartamento,450000000,2,2,60.0,287000.0,2.0,1,4
Maria auxiliadora,6.1519186,-75.600118,Apartamento,215000000,3,2,51.0,0.0,,,2
Los Naranjos,6.165630999999999,-75.5808977,Casa,460000000,4,3,150.0,0.0,3.0,,3
Prado,6.2650898,-75.5597714,Apartamento,800000000,8,3,330.0,0.0,,,4
Ancon sur,6.149038399999999,-75.62615269999999,Apartamento,495000000,3,3,90.0,322200.0,1.0,1,4
Prado,6.2544057,-75.5589159,Casa,653000000,4,3,150.0,0.0,1.0,,4
NorOccidente,6.259777799999999,-75.59822559999999,Casa,750000000,4,4,210.0,0.0,3.0,1,5
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,480000000,2,2,92.0,340000.0,1.0,2,4
Zuñiga,6.167286499999999,-75.5836963,Apartamento,530000000,3,2,107.0,0.0,,,5
asdesillas,6.1532604,-75.6054489,Apartamento,405000000,3,2,83.0,267500.0,1.0,2,3
San Antonio de Prado,6.185267199999999,-75.6561304,Apartamento,180000000,2,2,52.0,164100.0,1.0,,3
Laureles,6.2488699,-75.5903654,Apartamento,250000000,2,2,110.0,0.0,,,4
Maria auxiliadora,6.1504856,-75.61687859999999,Apartamento,190000000,3,2,51.0,120000.0,,,3
prados de sabaneta,6.1456373,-75.6223681,Apartamento,595000000,3,3,107.0,0.0,1.0,2,4
Los Colores,6.213931499999999,-75.600326,Apartamento,470000000,3,2,92.0,200000.0,1.0,1,5
La Milagrosa,6.230532999999999,-75.5586618,Apartamento,140000000,3,1,45.0,95000.0,1.0,,3
Robledo,6.274236999999999,-75.5943807,Apartamento,280000000,3,2,55.0,305000.0,,1,4
La Milagrosa,6.2289924,-75.55350729999999,Apartamento,250000000,4,3,132.0,0.0,3.0,,3
Urbanizacion doña maria robledo,6.2857093,-75.60948789999999,Apartamento,169000000,3,1,47.0,110000.0,1.0,,3
La Milagrosa,6.2363763,-75.5534991,Casa,310000000,3,3,72.0,0.0,2.0,,3
La Floresta,6.2565899,-75.6007438,Apartaestudio,170000000,1,1,27.0,212000.0,2.0,,4
vereda san jose,6.135852499999999,-75.6182334,Apartamento,290000000,3,2,54.0,0.0,1.0,1,2
mesa,6.167121,-75.5866787,Apartamento,400000000,3,2,102.0,0.0,3.0,,3
Robledo,6.2872327,-75.5982282,Apartamento,120000000,2,1,42.0,41000.0,1.0,,3
asdesillas,6.1530982,-75.60537310000001,Apartamento,389000000,4,4,92.0,0.0,0.0,,4
Calasanz,6.2707736,-75.600117,Apartamento,290000000,3,2,55.0,155017.0,,,4
El portal,6.167286499999999,-75.5836963,Apartamento,690000000,3,2,120.0,0.0,,,5
Maria auxiliadora,6.1504856,-75.61687859999999,Apartamento,239900000,3,2,51.0,123000.0,,,2
Villa hermosa,6.2568126,-75.5555107,Apartamento,128000000,3,1,64.0,0.0,,,3
LOS COLEGIOS,6.157437,-75.3696842,Apartamento,315000000,3,3,94.0,0.0,,1,3
La Aldea,6.1801619,-75.6017971,Apartamento,260000000,3,2,80.0,0.0,2.0,,2
Las antillas,6.154336,-75.5861991,Apartamento,420000000,3,2,70.0,0.0,1.0,1,4
EL DORADO,6.165578399999999,-75.5901464,Casa,520000000,4,3,110.0,0.0,,,4
Laureles,6.2428648,-75.6151428,Apartamento,391000000,3,2,84.0,280000.0,3.0,1,5
Los alcazares,6.1502901,-75.6086437,Apartamento,340000000,3,2,60.0,178000.0,0.0,1,4
Las brisas,6.1600361,-75.6381066,Casa,730000000,4,3,160.0,270000.0,1.0,1,4
Aures no.1,6.2951198,-75.5872301,Apartamento,252000000,3,1,96.0,0.0,,,3
San jose,6.1361767,-75.618115,Apartamento,480000000,3,2,96.0,350000.0,1.0,1,4
El velodromo,6.2516702,-75.5975222,Casa,1100000000,4,2,292.0,0.0,4.0,1,4
Tablazo,6.176523899999999,-75.6089196,Apartamento,365500000,3,2,71.0,250000.0,1.0,1,3
San benito,6.29826,-75.547695,Apartaestudio,265000000,1,1,35.0,152000.0,,1,4
LOMA DE LAS BRUJAS,6.167286499999999,-75.5836963,Apartamento,1380000000,3,5,169.0,798000.0,1.0,2,5
Laureles,6.2438283,-75.611352,Apartamento,1015000000,4,5,195.0,630000.0,1.0,2,5
Transv Superior,6.2476376,-75.56581530000001,Apartamento,1370000000,3,4,139.0,0.0,,,6
Suramerica,6.1652923,-75.63372679999999,Apartamento,305000000,2,2,56.0,0.0,1.0,1,4
Berlin,6.2872118,-75.5554981,Casa,310000000,3,2,90.0,0.0,0.0,,3
San Lucas,6.197780900000001,-75.55990969999999,Apartamento,1490000000,3,5,186.0,1050400.0,1.0,2,6
La candelaria,6.2448839,-75.5659424,Apartamento,985000000,3,4,140.0,974000.0,1.0,2,6
La Aldea,6.1512579,-75.6441979,Apartamento,345000000,3,2,80.0,253600.0,1.0,1,4
Zona industrial no. 2,6.1681832,-75.6190324,Apartamento,690000000,3,2,99.0,250000.0,1.0,2,4
Los Balsos N1,6.2476376,-75.56581530000001,Apartamento,610000000,3,2,83.0,0.0,2.0,1,5
Las Lomitas,6.151892699999999,-75.60005629999999,Apartamento,229500000,3,2,50.0,123000.0,1.0,,3
Calasanz,6.268420700000001,-75.5974841,Apartamento,650000000,3,2,87.0,302000.0,0.0,1,4
Conquistadores,6.2420592,-75.57928199999999,Apartamento,980000000,4,4,198.0,507000.0,4.0,3,6
loma de las Brujas,6.167286499999999,-75.5836963,Apartamento,880000000,3,3,115.0,420000.0,,2,5
Suramerica,6.1681832,-75.6190324,Apartamento,360000000,3,2,67.0,299000.0,2.0,1,4
Alto de las Flores,6.1554002,-75.6007687,Apartamento,335000000,3,2,61.0,378000.0,2.0,1,3
EL POBLADO LOMA DEL INDIO,6.2256546,-75.56163889999999,Apartamento,440000000,3,2,73.0,238000.0,1.0,1,5
Laureles,6.251593799999999,-75.5887989,Apartamento,560000000,3,2,120.0,398000.0,4.0,,5
Cristo Rey,6.2437358,-75.5702647,Apartamento,146000000,3,1,40.0,0.0,1.0,,5
Las Palmas,6.1680435,-75.5722911,Apartamento,630000000,3,2,95.0,395000.0,1.0,2,5
Quebrada grande,6.151099899999999,-75.6398911,Apartamento,350000000,3,2,62.0,215000.0,2.0,1,4
suramerica,6.157112,-75.628184,Casa,1200000000,5,5,238.0,575000.0,2.0,4,5
Santa cruz,6.2916818,-75.5540185,Apartamento,130000000,2,1,54.0,0.0,3.0,,2
La Pilarica,6.2768945,-75.58436669999999,Apartamento,480000000,3,1,78.0,310000.0,,1,3
La Estrella Suramerica,6.1625808,-75.6332831,Apartamento,250000000,3,2,67.0,215000.0,2.0,1,4
Simon bolivar,6.2427144,-75.6080068,Casa,660000000,5,3,203.0,0.0,3.0,1,4
Camino verde de los naranjos,6.1697672,-75.5696978,Apartamento,340000000,3,2,59.0,330000.0,3.0,1,4
Aves Maria,6.1485975,-75.6101034,Apartamento,450000000,3,3,94.0,230000.0,1.0,1,4
Buenos Aires,6.2373008,-75.5486458,Apartamento,499000000,4,2,164.0,0.0,1.0,,4
Laureles,6.2381614,-75.5975299,Apartamento,750000000,4,3,101.0,0.0,2.0,1,5
La abadia,6.167286499999999,-75.5836963,Apartamento,435000000,2,2,71.0,350000.0,4.0,1,4
Florida Nueva,6.2506501,-75.5885942,Apartamento,580000000,4,3,139.0,226000.0,4.0,,4
Los colores,6.2501474,-75.5602214,Apartamento,410000000,3,,73.0,0.0,,,4
El trianon,6.1575376,-75.5931643,Apartamento,460000000,3,2,73.0,250000.0,2.0,1,4
Alto De Las Flores,6.156111399999999,-75.6004731,Apartamento,390000000,2,2,72.0,0.0,,1,4
Las Lomitas,6.135852499999999,-75.6182334,Apartamento,310000000,2,2,59.0,0.0,1.0,1,3
Florencia,6.2914602,-75.59191940000001,Casa,230000000,7,1,176.0,0.0,4.0,,3
CAMILO TORRES,6.159173099999999,-75.6403466,Apartamento,235000000,2,2,59.0,136000.0,1.0,1,3
pan de azucar,6.1462258,-75.6273145,Apartamento,355000000,2,2,66.0,278000.0,1.0,1,4
Urbanizacion doña maria robledo,6.2844269,-75.58474129999999,Apartamento,235000000,3,2,54.0,0.0,2.0,,3
Loma de las brujas,6.1608521,-75.5735746,Apartamento,890000000,3,3,132.0,430000.0,1.0,2,4
Sabaneta real,6.1508733,-75.6182922,Apartamento,365000000,3,2,103.0,0.0,3.0,,3
La pilarica,6.2765012,-75.5862069,Apartamento,320000000,3,2,76.0,380000.0,,1,4
loma de las Brujas,6.164697200000001,-75.5698841,Apartamento,890000000,3,3,132.0,430000.0,,1,5
Simón Bolivar,6.2476376,-75.56581530000001,Apartamento,625000000,3,3,112.0,290000.0,1.0,1,5
Vereda el porvenir,6.1953723,-75.6006,Apartamento,300000000,2,1,45.0,0.0,1.0,1,3
La Mota,6.2476376,-75.56581530000001,Casa,700000000,8,7,330.0,0.0,2.0,2,5
Laureles,6.2445701,-75.601008,Apartamento,700000000,4,4,140.0,40000.0,1.0,1,4
Centro,6.1681832,-75.6190324,Apartamento,220000000,2,2,87.0,0.0,2.0,,3
El Trianon,6.1572638,-75.5947564,Casa,680000000,6,2,193.0,0.0,,1,3
calatrava,6.181890399999999,-75.611352,Casa,390000000,5,2,115.0,0.0,3.0,,3
Santa María de los Ángeles,6.1900376,-75.5793401,Apartamento,1120000000,3,3,142.0,740000.0,,4,5
Balcon del trianon,6.1567684,-75.5911603,Apartamento,505000000,3,2,96.0,150000.0,1.0,1,4
Santa Mónica,6.2414723,-75.5796557,Casa,750000000,3,2,174.0,0.0,3.0,1,4
San jose,6.1423245,-75.6177226,Casa,950000000,4,4,234.0,283000.0,2.0,2,4
Guayabal,6.2225437,-75.5839633,Casa,330000000,4,2,122.0,0.0,,,4
Loma Del Escobero,6.1641089,-75.5733492,Apartamento,300000000,2,2,62.0,293941.0,4.0,1,5
Buenos Aires,6.2436968,-75.5767654,Apartamento,135000000,2,1,40.0,91000.0,1.0,,3
La Floresta,6.255125199999999,-75.59971209999999,Apartamento,385000000,3,2,75.0,179800.0,2.0,1,5
El diamante,6.2476376,-75.56581530000001,Apartamento,620000000,3,2,110.0,0.0,,,6
San andres,6.1741455,-75.6268401,Apartamento,339700000,3,2,68.0,267100.0,1.0,1,4
Miraflores,6.2363564,-75.55065239999999,Casa,540000000,4,2,154.0,0.0,2.0,,4
Loma de los Bernal,6.2179026,-75.6069539,Apartamento,450000000,3,2,75.0,268000.0,,1,5
Holanda,6.1503899,-75.6164537,Apartamento,369000000,2,2,69.0,0.0,1.0,1,4
La Pradera,6.167286499999999,-75.5836963,Apartamento,585000000,3,3,113.0,0.0,,,5
OTRAPARTE,6.167286499999999,-75.5836963,Apartamento,1570000000,3,3,156.0,0.0,,1,5
SANTA MARÍA,6.181399799999999,-75.5968034,Apartamento,300000000,3,2,86.0,0.0,1.0,,4
Obrero,6.1734281,-75.5817811,Apartamento,395000000,2,2,72.0,130000.0,1.0,,3
Loma del Chocho,6.167286499999999,-75.5836963,Apartamento,565000000,3,3,107.0,462000.0,,1,5
Caqueta,6.1549954,-75.6423796,Apartamento,229000000,3,2,79.0,0.0,3.0,,3
Pan de azucar,6.1545491,-75.6125089,Apartamento,340000000,4,2,98.0,260000.0,3.0,1,3
Porvenir,6.341860800000001,-75.5130448,Apartamento,295000000,4,3,120.0,120000.0,1.0,1,3
La Aldea,6.15026,-75.63869679999999,Apartamento,390250000,3,2,87.0,0.0,0.0,1,4
Santa Mónica,6.2489119,-75.60844209999999,Apartamento,250000000,2,1,51.0,60000.0,2.0,,3
Suramerica,6.1646493,-75.632396,Apartamento,570000000,3,2,86.0,273000.0,2.0,1,4
Glorieta pilsen,6.1648301,-75.61393269999999,Casa,280000000,6,3,130.0,0.0,3.0,,2
Buenos Aires,6.2114458,-75.557872,Apartamento,150000000,2,1,50.0,0.0,2.0,,2
LA CABAÑITA,6.3130321,-75.56493189999999,Apartamento,270000000,4,2,102.0,0.0,3.0,,4
La Pilarica,6.2476376,-75.56581530000001,Apartamento,310000000,2,2,68.0,312000.0,3.0,1,4
Envigado,6.1741033,-75.58329119999999,Apartamento,750000000,4,3,275.0,0.0,2.0,,3
Las margaritas,6.1681832,-75.6190324,Apartamento,270000000,3,2,84.0,0.0,,,3
SANTAMARIA,6.1819203,-75.5968626,Apartamento,315000000,4,2,95.0,0.0,,,3
Loma de San Jose,6.1339488,-75.61905279999999,Apartamento,285000000,3,2,58.0,150000.0,1.0,2,3
Holanda,6.1504856,-75.61687859999999,Apartamento,330000000,3,2,60.0,290000.0,1.0,1,4
Las Lomitas,6.143872,-75.6080704,Apartamento,435000000,3,2,72.0,235000.0,0.0,1,4
Zona industrial no. 3,6.1640077,-75.61538689999999,Apartamento,180000000,2,,40.0,1.0,,,3
Las Lomitas,6.1549873,-75.6038633,Apartamento,300000000,2,2,69.0,50000.0,1.0,1,3
SurOriente,6.2486069,-75.5742467,Casa,1500000000,4,3,350.0,540000.0,3.0,4,4
Las vegas,6.180641,-75.58786549999999,Apartamento,545000000,2,2,66.0,350000.0,0.0,1,5
Las Flóres,6.1548878,-75.596436,Apartamento,350000000,3,2,63.0,0.0,2.0,1,3
Los colores,6.2643738,-75.5967225,Apartamento,215000000,2,1,42.0,187000.0,2.0,,4
Los alcazares,6.151087899999999,-75.60990509999999,Apartamento,330000000,3,2,60.0,0.0,1.0,1,4
Zuñiga,6.164073399999999,-75.5966767,Apartamento,920000000,3,2,115.0,0.0,3.0,2,6
Centro,6.2476376,-75.56581530000001,Apartamento,430000000,3,4,240.0,0.0,4.0,1,4
La Almeria,6.2438283,-75.611352,Apartamento,2950000000,5,5,500.0,0.0,2.0,4,6
Vereda san jose,6.1423245,-75.6177226,Casa,1200000000,6,4,354.0,0.0,1.0,3,4
Castropol Medellín,6.2203215,-75.5672657,Apartamento,635000000,3,3,103.0,400000.0,1.0,2,6
VEREDA SAN JOSÉ,6.1286909,-75.6175161,Apartamento,400000000,2,2,62.0,0.0,0.0,,4
Envigado Loma Del Esmeraldal,6.172850299999999,-75.5714998,Casa,1800000000,4,3,204.0,794000.0,3.0,4,5
Boston,6.2477234,-75.55193419999999,Casa,150000000,3,1,87.0,0.0,3.0,,3
Laureles,6.2344409,-75.59650649999999,Apartamento,320000000,2,2,84.0,60000.0,3.0,1,5
El pesebre,6.2707736,-75.600117,Apartamento,255000000,3,2,55.0,204000.0,,,4
El velodromo,6.2524266,-75.59683559999999,Apartamento,415000000,2,2,70.0,327000.0,2.0,,5
Acevedo bello,6.345399599999999,-75.53352149999999,Apartamento,250000000,3,2,67.0,152000.0,2.0,1,4
Rodeo Alto,6.2033631,-75.6054106,Apartamento,263000000,3,2,60.0,198000.0,1.0,1,3
viviendas del sur,6.190072199999999,-75.6032815,Apartamento,248000000,3,2,53.0,149400.0,1.0,,3
Belén,6.2179345,-75.6012127,Apartamento,830000000,3,4,120.0,438000.0,2.0,2,4
Pan de azucar,6.142419299999999,-75.6102532,Apartamento,280000000,2,2,58.0,0.0,,,3
El dorado,6.162606900000001,-75.5921867,Apartamento,295000000,3,2,80.0,230000.0,3.0,1,4
Campo valdes no.2,6.2492126,-75.5633227,Apartamento,880000000,5,,202.0,0.0,,,4
Belén,6.243054600000001,-75.6110534,Casa,950000000,4,2,220.0,0.0,4.0,,5
El danubio,6.2536868,-75.6104835,Apartamento,370000000,4,2,118.0,0.0,3.0,,3
Escobero,6.167921199999999,-75.577623,Apartamento,650000000,3,2,106.0,353000.0,2.0,1,5
Loma de las brujas,6.160069,-75.57970399999999,Apartamento,390000000,3,2,64.0,262400.0,2.0,1,4
La floresta,6.2552062,-75.6026222,Casa,830000000,4,2,210.0,0.0,3.0,1,3
ITAGUI,6.1738704,-75.6135075,Apartamento,415000000,3,2,78.0,190000.0,1.0,1,4
El Poblado,6.2034815,-75.5716589,Apartamento,960000000,3,2,113.0,0.0,2.0,2,6
San isidro,6.285367399999999,-75.55806179999999,Apartamento,205000000,2,2,54.0,0.0,1.0,,3
Las Palmas,6.167286499999999,-75.5836963,Casa,4100000000,4,5,491.0,0.0,,,6
Aves Maria,6.1462254,-75.61550749999999,Apartamento,600000000,3,2,97.0,520000.0,1.0,2,4
la Cuenca,6.155107999999999,-75.5964503,Apartamento,350000000,3,2,65.0,0.0,1.0,1,4
Suramerica,6.160368099999999,-75.6325606,Apartamento,500000000,2,2,97.0,0.0,1.0,1,4
Calasanz,6.2707736,-75.600117,Apartamento,265000000,3,2,55.0,0.0,2.0,1,4
Las Lomitas,6.1435965,-75.6070099,Apartamento,460000000,3,2,78.0,241691.0,1.0,1,4
Villas del carmen,6.1561165,-75.60673709999999,Apartamento,380000000,3,3,98.0,40000.0,2.0,,4
Urbanizacion praderas de guayabal,6.2476376,-75.56581530000001,Casa,200000000,4,2,100.0,0.0,1.0,,2
Poblado,6.2476376,-75.56581530000001,Apartamento,450000000,2,2,65.0,250000.0,3.0,1,5
Robledo Medellin Sector La Aurora,6.282844499999999,-75.6148008,Apartamento,110000000,2,1,55.0,0.0,1.0,,2
iNTERMEDIA,6.1647664,-75.5698895,Apartamento,650000000,3,2,96.0,0.0,2.0,2,5
Las palmas,6.229979,-75.5334223,Casa,2150000000,3,4,300.0,0.0,,,5
Las brisas,6.1558023,-75.6352976,Casa,410000000,2,2,91.0,0.0,2.0,1,3
Loma del Escobero,6.1543034,-75.58340439999999,Casa,4280000000,4,6,856.0,730000.0,1.0,10,5
aves marias,6.1488697,-75.6177933,Apartamento,1385000000,5,6,400.0,0.0,,1,4
Calasanz parte alta,6.264245499999999,-75.6026222,Apartamento,210000000,2,1,42.0,97000.0,2.0,,4
loma de cumbres,6.167286499999999,-75.5836963,Apartamento,490000000,2,2,84.0,356500.0,3.0,2,5
ENVIGADO,6.167286499999999,-75.5836963,Apartamento,420000000,3,2,112.0,0.0,1.0,1,4
la America,6.2522778,-75.6054185,Casa,350000000,3,2,92.0,0.0,2.0,,3
Pan de azucar,6.1396106,-75.61142749999999,Apartamento,282000000,3,2,59.0,155800.0,1.0,1,5
Altos del poblado,6.2113162,-75.5541916,Apartamento,380000000,2,2,64.5,366400.0,3.0,1,5
San jose,6.144914300000001,-75.6189488,Casa,1200000000,4,4,298.0,343700.0,3.0,2,4
Las Lomitas,6.1519185,-75.60090570000001,Apartamento,250000000,3,2,55.0,0.0,0.0,,3
Laureles,6.2435375,-75.6214237,Apartamento,585000000,2,2,78.0,348700.0,3.0,1,5
Calasanz,6.2690776,-75.59732919999999,Apartamento,380000000,4,3,92.0,350000.0,4.0,2,4
Tres esquinas,6.1456373,-75.6223681,Apartamento,335000000,2,2,64.0,0.0,1.0,,3
La Tablaza,6.1172375,-75.6299843,Casa,1300000000,4,4,175.0,676000.0,1.0,6,3
San andres,INVALID,INVALID,Apartamento,465000000,3,2,58.0,300000.0,0.0,1,5
BOSQUE GRANDE,6.1609349,-75.6280428,Apartamento,665000000,3,2,97.0,245000.0,1.0,2,4
La salle,6.283741500000001,-75.5489862,Casa,185000000,5,2,244.0,0.0,2.0,,2
La Aldea,INVALID,INVALID,Casa,1100000000,5,3,260.0,545000.0,2.0,4,4
San Lucas,6.1799446,-75.5640593,Casa,1200000000,4,4,177.0,782000.0,2.0,2,5
Castropol,6.2393117,-75.56505580000001,Apartamento,970000000,3,3,116.0,636400.0,1.0,2,6
Loma De Los Benedictinos,6.167286499999999,-75.5836963,Casa,1220000000,3,4,211.0,0.0,,,6
Las Lomitas,6.1498567,-75.6175049,Casa,1150000000,3,4,380.0,360000.0,2.0,,4
Loma de los bernal,6.2178121,-75.60407719999999,Apartamento,590000000,4,4,124.0,540000.0,3.0,2,5
Vegas de san jose,6.1528418,-75.6213775,Apartamento,250000000,3,2,63.0,45000.0,1.0,,3
Quebrada grande,36.7136451,-4.424358300000001,Apartamento,250000000,2,2,49.0,145000.0,1.0,1,4
Las Palmas,6.167286499999999,-75.5836963,Casa,5370000000,5,5,1534.0,665000.0,1.0,5,6
Estadio,6.2590525,-75.5961173,Casa,2000000000,7,6,600.0,0.0,,,5
Sabaneta real,6.1504856,-75.61687859999999,Apartamento,348000000,3,2,70.0,244000.0,2.0,1,4
El Salvador,6.2476376,-75.56581530000001,Apartaestudio,215000000,1,1,51.0,0.0,1.0,,3
Buenos Aires,6.2476376,-75.56581530000001,Apartamento,152000000,2,1,40.0,106500.0,1.0,,3
Alcala,6.1743682,-75.5909475,Apartamento,740000000,3,2,103.0,0.0,0.0,1,4
