ds,y
2010-09-30 00:00:00.000,0.1086746757202816
2010-10-31 00:00:00.000,0.1045252924643884
2010-11-30 00:00:00.000,0.1093414239051511
2010-12-31 00:00:00.000,0.1122641826212445
2011-01-31 00:00:00.000,0.1389652978734813
2011-02-28 00:00:00.000,0.1313934162556294
2011-03-31 00:00:00.000,0.1094827459236611
2011-04-30 00:00:00.000,0.1127429992208249
2011-05-31 00:00:00.000,0.1155363748229856
2011-06-30 00:00:00.000,0.1103598719404718
2011-07-31 00:00:00.000,0.1170397881837211
2011-08-31 00:00:00.000,0.1041569919546352
2011-09-30 00:00:00.000,0.09927905053259
2011-10-31 00:00:00.000,0.0935954872377039
2011-11-30 00:00:00.000,0.0949349164163134
2011-12-31 00:00:00.000,0.1006765696473347
2012-01-31 00:00:00.000,0.1279105444893715
2012-02-29 00:00:00.000,0.1207502071411045
2012-03-31 00:00:00.000,0.1050244235575585
2012-04-30 00:00:00.000,0.1108695833003319
2012-05-31 00:00:00.000,0.109949535381195
2012-06-30 00:00:00.000,0.1024370209364634
2012-07-31 00:00:00.000,0.1115580532524804
2012-08-31 00:00:00.000,0.0998927178121092
2012-09-30 00:00:00.000,0.1014438098677751
2012-10-31 00:00:00.000,0.0916916240076102
2012-11-30 00:00:00.000,0.0946188261808836
2012-12-31 00:00:00.000,0.0994043176826928
2013-01-31 00:00:00.000,0.1234146522706632
2013-02-28 00:00:00.000,0.1201051914286969
2013-03-31 00:00:00.000,0.1038376659027016
2013-04-30 00:00:00.000,0.1045177496143281
2013-05-31 00:00:00.000,0.0982042058015988
2013-06-30 00:00:00.000,0.0951047078257437
2013-07-31 00:00:00.000,0.1016264794514947
2013-08-31 00:00:00.000,0.0966133224955544
2013-09-30 00:00:00.000,0.091691951169061
2013-10-31 00:00:00.000,0.081300267333003
2013-11-30 00:00:00.000,0.086267631695222
2013-12-31 00:00:00.000,0.086473158921775
2014-01-31 00:00:00.000,0.1153239615289174
2014-02-28 00:00:00.000,0.110877987399907
2014-03-31 00:00:00.000,0.0984446592615078
2014-04-30 00:00:00.000,0.0930835248847088
2014-05-31 00:00:00.000,0.0906743314704276
2014-06-30 00:00:00.000,0.0940193284534126
2014-07-31 00:00:00.000,0.0968649835087189
2014-08-31 00:00:00.000,0.0915997123721542
2014-09-30 00:00:00.000,0.0860570501758023
2014-10-31 00:00:00.000,0.0809526281869196
2014-11-30 00:00:00.000,0.0806222153005609
2014-12-31 00:00:00.000,0.0903754655480397
2015-01-31 00:00:00.000,0.1115171297238131
2015-02-28 00:00:00.000,0.1022763059566057
2015-03-31 00:00:00.000,0.0912275407202681
2015-04-30 00:00:00.000,0.0973726432799366
2015-05-31 00:00:00.000,0.092215617473544
2015-06-30 00:00:00.000,0.0849874396958015
2015-07-31 00:00:00.000,0.0922373060318943
2015-08-31 00:00:00.000,0.0930358854240638
2015-09-30 00:00:00.000,0.0906822162937378
2015-10-31 00:00:00.000,0.0843850370624937
2015-11-30 00:00:00.000,0.0756312205001626
2015-12-31 00:00:00.000,0.0882270694841798
2016-01-31 00:00:00.000,0.121784227010565
2016-02-29 00:00:00.000,0.1036783053301467
2016-03-31 00:00:00.000,0.1046459626456125
2016-04-30 00:00:00.000,0.093195402771112
2016-05-31 00:00:00.000,0.0923737473732985
2016-06-30 00:00:00.000,0.0919004765836574
2016-07-31 00:00:00.000,0.1020056266686841
2016-08-31 00:00:00.000,0.0923259660016812
2016-09-30 00:00:00.000,0.0885342328451374
2016-10-31 00:00:00.000,0.0862797606347157
2016-11-30 00:00:00.000,0.0777322811626703
2016-12-31 00:00:00.000,0.0909707012203737
2017-01-31 00:00:00.000,0.1195692360499458
2017-02-28 00:00:00.000,0.1087297100098183
2017-03-31 00:00:00.000,0.0990458126022796
2017-04-30 00:00:00.000,0.0913593786794998
2017-05-31 00:00:00.000,0.0983797092769334
2017-06-30 00:00:00.000,0.0897727174415113
2017-07-31 00:00:00.000,0.0994043226618279
2017-08-31 00:00:00.000,0.0951678440470117
2017-09-30 00:00:00.000,0.0954687415858825
2017-10-31 00:00:00.000,0.0873989843278894
2017-11-30 00:00:00.000,0.0876481011356767
2017-12-31 00:00:00.000,0.0891218601566997
2018-01-31 00:00:00.000,0.1213735578956209
2018-02-28 00:00:00.000,0.1118821653449824
2018-03-31 00:00:00.000,0.0977164304774668
2018-04-30 00:00:00.000,0.0972922765309129
2018-05-31 00:00:00.000,0.0997949511400789
2018-06-30 00:00:00.000,0.0930851795832684
