show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
1,Under the Dome,https://static.tvmaze.com/uploads/images/medium_portrait/610/1525272.jpg,"Drama, Science-Fiction, Thriller",English,Scripted,Ended,2013-06-24,60,6.6,CBS,3,39,"Mike Vogel, Rachelle Lefevre, Alexander Koch, Colin Ford, Mackenzie Lintz, Dean Norris, Eddie Cahill, Nicholas Strong, Britt Robertson, Aisha Hinds, Natalie Martinez, Karla Crome, Kylie Bunbury, Jolene Purdy, Jeff Fahey","Under the Dome is the story of a small town that is suddenly and inexplicably sealed off from the rest of the world by an enormous transparent dome. The town's inhabitants must deal with surviving the post-apocalyptic conditions while searching for answers about the dome, where it came from and if and when it will go away."
2,Person of Interest,https://static.tvmaze.com/uploads/images/medium_portrait/163/407679.jpg,"Action, Crime, Science-Fiction",English,Scripted,Ended,2011-09-22,60,8.8,CBS,5,103,"Jim Caviezel, Michael Emerson, Kevin Chapman, Taraji P. Henson, Amy Acker, Sarah Shahi, Amy Acker","You are being watched. The government has a secret system, a machine that spies on you every hour of every day. I know because I built it. I designed the Machine to detect acts of terror but it sees everything. Violent crimes involving ordinary people. People like you. Crimes the government considered ""irrelevant"". They wouldn't act so I decided I would. But I needed a partner. Someone with the skills to intervene. Hunted by the authorities, we work in secret. You'll never find us. But victim or perpetrator, if your number is up, we'll find you."
3,Bitten,https://static.tvmaze.com/uploads/images/medium_portrait/0/15.jpg,"Drama, Horror, Romance",English,Scripted,Ended,2014-01-11,60,7.4,CTV Sci-Fi Channel,3,33,"Laura Vandervoort, Greyston Holt, Greg Bryk, Steve Lund, Michael Xavier, Paul Greene","Based on the critically acclaimed series of novels from Kelley Armstrong. Set in Toronto and upper New York State, Bitten follows the adventures of 28-year-old Elena Michaels, the world's only female werewolf. An orphan, Elena thought she finally found her ""happily ever after"" with her new love Clayton, until her life changed forever. With one small bite, the normal life she craved was taken away and she was left to survive life with the Pack."
4,Arrow,https://static.tvmaze.com/uploads/images/medium_portrait/143/358967.jpg,"Drama, Action, Science-Fiction",English,Scripted,Ended,2012-10-10,60,7.4,The CW,8,170,"Stephen Amell, David Ramsey, Emily Bett Rickards, Willa Holland, Paul Blackthorne, Katie Cassidy, Echo Kellum, Colton Haynes, Rick Gonzalez, Juliana Harkavy, John Barrowman, Katie Cassidy, Susanna Thompson, Manu Bennett, Colin Donnell, Kirk Acevedo, Josh Segarra, Ben Lewis, Katherine McNamara, Joseph David-Jones, Sea Shimooka, LaMonica Garrett, Rick Gonzalez, Juliana Harkavy, LaMonica Garrett","After a violent shipwreck, billionaire playboy Oliver Queen was missing and presumed dead for five years before being discovered alive on a remote island in the Pacific. He returned home to Starling City, welcomed by his devoted mother Moira, beloved sister Thea and former flame Laurel Lance. With the aid of his trusted chauffeur/bodyguard John Diggle, the computer-hacking skills of Felicity Smoak and the occasional, reluctant assistance of former police detective, now beat cop, Quentin Lance, Oliver has been waging a one-man war on crime."
5,True Detective,https://static.tvmaze.com/uploads/images/medium_portrait/490/1226764.jpg,"Drama, Crime, Thriller",English,Scripted,Running,2014-01-12,63,8.1,HBO,5,30,"Michelle Monaghan, Michael Potts, Tory Kittles, Colin Farrell, Vince Vaughn, Matthew McConaughey, Woody Harrelson, Taylor Kitsch, Rachel McAdams, Kelly Reilly, Mahershala Ali, Carmen Ejogo, Stephen Dorff, Scoot McNairy, Ray Fisher, Jodie Foster, Kali Reis, Finn Bennett, Isabella LaBlanc, John Hawkes, Fiona Shaw, Christopher Eccleston",Touch darkness and darkness touches you back. True Detective centers on troubled cops and the investigations that drive them to the edge. Each season features a new cast and a new case.True Detective is an American anthology crime drama television series created and written by Nic Pizzolatto.
6,The 100,https://static.tvmaze.com/uploads/images/medium_portrait/477/1194981.jpg,"Action, Adventure, Science-Fiction",English,Scripted,Ended,2014-03-19,60,7.7,The CW,7,100,"Eliza Taylor, Marie Avgeropoulos, Bob Morley, Lindsey Morgan, Richard Harmon, Paige Turco, Henry Ian Cusick, Christopher Larkin, Tasya Teles, Isaiah Washington, Devon Bostick, Ricky Whittle, Thomas McDonell, Chuku Modu, JR Bourne, Shannon Kook, Zach McGowan, Shelby Flannery, Eli Goree, Kelly Hu","Ninety-seven years ago, nuclear Armageddon decimated planet Earth, destroying civilization. The only survivors were the 400 inhabitants of 12 international space stations that were in orbit at the time. Three generations have been born in space, the survivors now number 4,000, and resources are running out on their dying ""Ark"" - the 12 stations now linked together and repurposed to keep the survivors alive. Draconian measures including capital punishment and population control are the order of the day, as the leaders of the Ark take ruthless steps to ensure their future, including secretly exiling a group of 100 juvenile prisoners to the Earth's surface to test whether it's habitable."
7,Homeland,https://static.tvmaze.com/uploads/images/medium_portrait/498/1245275.jpg,"Drama, Thriller, Espionage",English,Scripted,Ended,2011-10-02,60,8.2,Paramount+ with Showtime,8,96,"Claire Danes, Mandy Patinkin, Rupert Friend, Maury Sterling, F. Murray Abraham, Damian Lewis, Morena Baccarin, Morgan Saylor, Jackson Pace, David Harewood, Elizabeth Marvel, Linus Roache, Diego Klattenhoff, Nimrat Kaur, Tracy Letts, Sarita Choudhury, Costa Ronin, David Marciano, Navid Negahban, Nazanin Boniadi, Numan Acar, Jamey Sheridan, Miranda Otto, Sebastian Koch, Jake Weber, Sarah Sokolovic, Alexander Fehling, Laila Robins, Morgan Spector","The winner of 6 Emmy Awards including Outstanding Drama Series, Homeland is an edge-of-your-seat sensation. Marine Sergeant Nicholas Brody is both a decorated hero and a serious threat. CIA officer Carrie Mathison is tops in her field despite being bipolar. The delicate dance these two complex characters perform, built on lies, suspicion, and desire, is at the heart of this gripping, emotional thriller in which nothing short of the fate of our nation is at stake."
8,Glee,https://static.tvmaze.com/uploads/images/medium_portrait/0/73.jpg,"Drama, Music, Romance",English,Scripted,Ended,2009-05-19,60,6.6,FOX,6,121,"Lea Michele, Chris Colfer, Kevin McHale, Matthew Morrison, Jane Lynch, Jenna Ushkowitz, Naya Rivera, Amber Riley, Heather Morris, Mark Salling, Darren Criss, Chord Overstreet, Cory Monteith, Dianna Agron, Jayma Mays, Harry Shum Jr, Dot-Marie Jones, Becca Tobin, Mike O'Malley, Jessalyn Gilsig, Alex Newell, Jacob Artist, Melissa Benoist, Blake Jenner","Glee is a musical comedy about a group of ambitious and talented young adults in search of strength, acceptance and, ultimately, their voice."
9,Revenge,https://static.tvmaze.com/uploads/images/medium_portrait/82/206879.jpg,"Drama, Thriller, Mystery",English,Scripted,Ended,2011-09-21,60,7.7,ABC,4,89,"Emily VanCamp, Gabriel Mann, Nick Wechsler, Madeleine Stowe, Josh Bowman, Christa B. Allen, Henry Czerny, Ashley Madekwe, James Tupper, Barry Sloane, Connor Paolo, Karine Vanasse, Brian Hallisay, Elena Satine","This is not a story about forgiveness; Revenge is a show about retribution. Meet Emily Thorne, the newest resident of The Hamptons. When she was a little girl (and known as Amanda Clarke) her father, David Clarke, was framed for a horrific crime and subsequently sent to prison. While serving his time, the conspirators plotted and murdered David in order to prevent the truth from coming out. Emily is now back with a new identity and ready to take vengeance on the people that murdered her father and stole her childhood."
10,Grimm,https://static.tvmaze.com/uploads/images/medium_portrait/69/174906.jpg,"Drama, Crime, Supernatural",English,Scripted,Ended,2011-10-28,60,8.4,NBC,6,123,"David Giuntoli, Silas Weir Mitchell, Sasha Roiz, Russell Hornsby, Reggie Lee, Elizabeth Tulloch, Bree Turner, Claire Coffee","Grimm is a drama series inspired by the classic Grimm Brothers' Fairy Tales. After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms"", he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm."
11,Gotham,https://static.tvmaze.com/uploads/images/medium_portrait/189/474715.jpg,"Drama, Action, Crime",English,Scripted,Ended,2014-09-22,60,7.7,FOX,5,100,"Ben McKenzie, Donal Logue, David Mazouz, Robin Lord Taylor, Cory Michael Smith, Sean Pertwee, Erin Richards, Camren Renee Bicondova, Morena Baccarin, Drew Powell, Jessica Lucas, Chris Chalk, John Doman, Jada Pinkett Smith, Maggie Geha, Michael Chiklis, Zabryna Guevara, Andrew Stewart-Jones, James Frain, Benedict Samuel, Victoria Cartagena, Alexander Siddig, Crystal Reed, Nick D'Agosto","The good. The evil. The beginning.Everyone knows the name Commissioner Gordon. He is one of the crime world's greatest foes, a man whose reputation is synonymous with law and order. But what is known of Gordon's story and his rise from rookie detective to Police Commissioner? What did it take to navigate the multiple layers of corruption that secretly ruled Gotham City, the spawning ground of the world's most iconic villains? And what circumstances created them – the larger-than-life personas who would become Catwoman, The Penguin, The Riddler, Two-Face and The Joker?Gotham is an origin story of the great DC Comics Super-Villains and vigilantes, revealing an entirely new chapter that has never been told. It follows one cop's rise through a dangerously corrupt city teetering between good and evil, and chronicles the birth of one of the most popular super heroes of our time."
12,Lost Girl,https://static.tvmaze.com/uploads/images/medium_portrait/0/137.jpg,"Drama, Fantasy, Horror",English,Scripted,Ended,2010-09-12,60,7.9,Showcase,5,77,"Anna Silk, Kris Holden-Ried, Zoie Palmer, Ksenia Solo","Lost Girl follows supernatural seductress Bo, a Succubus who feeds on the sexual energy of humans. Growing up with human parents, Bo had no reason to believe she was anything other than the girl next door — until she drained her boyfriend to death in their first sexual encounter. Now she has hit the road alone and afraid.  She discovers she is one of the Fae, creatures of legend and folklore, who pass as humans while feeding off them secretly and in different ways, as they have for millennia. Relieved yet horrified to find out that she is not alone, Bo decides to take the middle path between the humans and the Fae while embarking on a personal mission to unlock the secrets of her origin.With the help of her human sidekick, Kenzi, and Dyson, a sexy police detective, Bo takes on a challenge every week helping a Fae or human client who comes to her to solve a mystery, or to right a wrong."
13,The Flash,https://static.tvmaze.com/uploads/images/medium_portrait/448/1121792.jpg,"Drama, Action, Science-Fiction",English,Scripted,Ended,2014-10-07,60,7.5,The CW,9,184,"Grant Gustin, Candice Patton, Danielle Panabaker, Jesse L. Martin, Carlos Valdés, Danielle Nicolet, Kayla Compton, Tom Cavanagh, Tom Cavanagh, Brandon McKnight, Keiynan Lonsdale, Hartley Sawyer, Jessica Parker Kennedy, Rick Cosnett, Danielle Panabaker, Tom Cavanagh, Jon Cor, Tom Cavanagh, Tom Cavanagh, Chris Klein, Neil Sandilands, Danielle Panabaker, Efrat Dor, LaMonica Garrett, LaMonica Garrett","After a particle accelerator causes a freak storm, CSI Investigator Barry Allen is struck by lightning and falls into a coma. Months later he awakens with the power of super speed, granting him the ability to move through Central City like an unseen guardian angel. Though initially excited by his newfound powers, Barry is shocked to discover he is not the only ""meta-human"" who was created in the wake of the accelerator explosion -- and not everyone is using their new powers for good. Barry partners with S.T.A.R. Labs and dedicates his life to protect the innocent. For now, only a few close friends and associates know that Barry is literally the fastest man alive, but it won't be long before the world learns what Barry Allen has become...The Flash!"
14,Continuum,https://static.tvmaze.com/uploads/images/medium_portrait/0/184.jpg,"Drama, Crime, Science-Fiction",English,Scripted,Ended,2012-05-27,60,8.0,Showcase,4,42,"Rachel Nichols, Victor Webster, Erik Knudsen, Stephen Lobo, Omari Newton, Lexa Doig, Roger Cross, Luvia Petersen, Ryan Robbins","Continuum centers on the conflict between a group of rebels from the year 2077 who time-travel to Vancouver, BC, in 2012, and a police officer who accidentally accompanies them. In spite of being many years early, the rebel group decides to continue its violent campaign to stop corporations of the future from replacing governments, while the police officer endeavours to stop them without revealing to anyone that she and the rebels are from the future."
15,Constantine,https://static.tvmaze.com/uploads/images/medium_portrait/0/154.jpg,"Drama, Action, Horror",English,Scripted,Ended,2014-10-24,60,7.5,NBC,1,13,"Matt Ryan, Angélica Celaya, Charles Halford, Harold Perrineau, Lucy Griffiths","Based on the wildly popular comic book series ""Hellblazer"" from DC Comics, seasoned demon hunter and master of the occult John Constantine is armed with a ferocious knowledge of the dark arts and a wickedly naughty wit. He fights the good fight - or at least he did. With his soul already damned to hell, he's decided to abandon his campaign against evil until a series of events thrusts him back into the fray, and he'll do whatever it takes to protect the innocent. With the balance of good and evil on the line‎, Constantine will use his skills to travel the country, find the supernatural terrors that threaten our world and send them back where they belong. After that, who knows... maybe there's hope for him and his soul after all."
16,Penny Dreadful,https://static.tvmaze.com/uploads/images/medium_portrait/48/122260.jpg,"Horror, Thriller, Supernatural",English,Scripted,Ended,2014-05-11,60,8.2,Paramount+ with Showtime,3,27,"Timothy Dalton, Eva Green, Harry Treadaway, Josh Hartnett, Rory Kinnear, Billie Piper, Reeve Carney, Danny Sapani, Simon Russell Beale, Helen McCrory, Patti LuPone, Wes Studi","Some of literature's most terrifying characters, including Dr. Frankenstein and his monster, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. They are joined by a core of original characters in a complex, frightening new narrative. Penny Dreadful is a psychological thriller filled with dark mystery and suspense, where personal demons from the past can be stronger than vampires, evil spirits and immortal beasts."
18,The Amazing Race,https://static.tvmaze.com/uploads/images/medium_portrait/587/1468637.jpg,"Action, Adventure, Family",English,Reality,Running,2001-09-05,65,6.8,CBS,39,457,Phil Keoghan,"From athletes and actors to tattoo artists, social workers and musicians - a diverse mix of teams will need to utilize their street smarts and savvy know-how to compete in the race of their lifetime."
19,Supernatural,https://static.tvmaze.com/uploads/images/medium_portrait/445/1114097.jpg,"Drama, Action, Supernatural",English,Scripted,Ended,2005-09-13,60,8.3,The CW,15,327,"Jared Padalecki, Jensen Ackles, Misha Collins, Mark Sheppard, Alexander Calvert, Mark Pellegrino, Katie Cassidy, Lauren Cohan, Mark Pellegrino, Alexander Calvert","This haunting series follows the Winchester brothers as they crisscross the lonely and mysterious back roads of the country in their '67 Chevy Impala, hunting down every evil supernatural force they encounter along the way."
20,The Strain,https://static.tvmaze.com/uploads/images/medium_portrait/444/1111710.jpg,"Drama, Horror, Thriller",English,Scripted,Ended,2014-07-13,61,7.5,FX,4,46,"Corey Stoll, David Bradley, Kevin Durand, Richard Sammel, Ben Hyland, Max Charles, Ruta Gedmintas, Jonathan Hyde, Miguel Gomez, Robin Atkin Downes, Mia Maestro, Rupert Penry-Jones, Natalie Brown, Jack Kesy, Samantha Mathis, Joaquín Cosío, Sean Astin","The Strain is a high-concept thriller that tells the story of Dr. Ephraim Goodweather, the head of the Center for Disease Control Canary Team in New York City. He and his team are called upon to investigate a mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism. As the strain spreads, Goodweather, his team, and an assembly of everyday New Yorkers wage war for the fate of humanity itself."
21,The Last Ship,https://static.tvmaze.com/uploads/images/medium_portrait/164/412464.jpg,"Drama, Action, Thriller",English,Scripted,Ended,2014-06-22,60,7.5,TNT,5,56,"Adam Baldwin, Charles Parnell, Travis Van Winkle, Marissa Neitling, Eric Dane, Jocko Sims, Christina Elmore, Kevin Michael Martin, Bren Foster, Bridget Regan, John Pyper-Ferguson, Rhona Mitra, Emerson Brooks, Jodie Turner-Smith, Sam Spruell","Their mission is simple: Find a cure. Stop the virus. Save the world. When a global pandemic wipes out eighty percent of the planet's population, the crew of a lone and unaffected Navy destroyer, the USS Nathan James, must find a way to pull humanity from the brink of extinction."
22,True Blood,https://static.tvmaze.com/uploads/images/medium_portrait/410/1026956.jpg,"Drama, Romance, Supernatural",English,Scripted,Ended,2008-09-07,60,7.9,HBO,7,80,"Anna Paquin, Nelsan Ellis, Ryan Kwanten, Stephen Moyer, Sam Trammell, Chris Bauer, Rutina Wesley, Alexander Skarsgård, Carrie Preston, Deborah Ann Woll, Kristin Bauer, Todd Lowe, Jim Parrack, Joe Manganiello, Lauren Bowles, Michael McMillian, Adina Porter, Kevin Alejandro, Marshall Allman, Anna Camp, Janina Gavankar, Tara Buck, William Sanderson, Denis O'Hare, Lucy Griffiths, Jessica Tuck, Lindsay Pulsipher, Michelle Forbes, Jurnee Smollett, Michael Raymond-James, Amelia Rose Blaire, Bailey Noble, Fiona Shaw, Mariana Klaveno, Mehcad Brooks, Karolina Wydra, Noah Matthews, Nathan Parsons, Kelly Overton, Valentina Cervi, Robert Patrick, Robert Kazinsky, Scott Foley, Gregg Daniel, Lois Smith, Arliss Howard, Rutger Hauer, Christopher Meloni, Lynn Collins, Aaron Christian Howles, Stephen Root, Lizzy Caplan","True Blood is a horror/drama based on a series of novels called The Southern American Vampires Mysteries. It focuses on Sookie Stackhouse and her various encounters with vampires and other supernatural beings. The show is centred in the small town of Bon Temps in Louisiana. The show focuses heavily on the co-existence of humans with vampires. The show also touches on several other controversial issues involving equal rights, violence, discrimination and religion."
23,Once Upon a Time in Wonderland,https://static.tvmaze.com/uploads/images/medium_portrait/73/183661.jpg,"Drama, Adventure, Fantasy",English,Scripted,Ended,2013-10-10,60,6.8,ABC,1,13,"Sophie Lowe, Michael Socha, Peter Gadiot, Emma Rigby, Naveen Andrews, John Lithgow","In Victorian England, the young and beautiful Alice tells a tale of a strange new land that exists on the other side of a rabbit hole. An invisible cat, a hookah smoking caterpillar and playing-cards that talk are just some of the fantastic things she's seen during this impossible adventure. Surely this troubled girl must be insane, and her doctors aim to cure her with a treatment that will make her forget everything. Alice seems ready to put it all behind her, especially the painful memory of the genie she fell in love with and lost forever -- the handsome and mysterious Cyrus . But deep down Alice knows this world is real, and just in the nick of time the sardonic Knave of Hearts and the irrepressible White Rabbit arrive to save her from a doomed fate. Together the trio will take a tumble down the rabbit hole to this Wonderland where nothing is impossible."
24,Hawaii Five-0,https://static.tvmaze.com/uploads/images/medium_portrait/213/532575.jpg,"Drama, Action, Crime",English,Scripted,Ended,2010-09-20,60,7.7,CBS,10,240,"Alex O'Loughlin, Scott Caan, Daniel Dae Kim, Grace Park, Chi McBride, Taylor Wily, Dennis Chun, Masi Oka, Jorge Garcia, Ian Anthony Dale, Meaghan Rath, Beulah Koale, Michelle Borth, Kimee Balmilero, Lauren German, Katrina Law","Hawaii Five-0 is a contemporary take on the classic series about a new elite federalized task force whose mission is to wipe out the crime that washes up on the Islands' sun-drenched beaches. Detective Steve McGarrett, a decorated Naval officer-turned-cop, returned to Oahu to investigate his father's murder and stayed after Hawaii's former governor persuaded him to head up the new team: his rules, no red tape and full blanket authority to hunt down the biggest ""game"" in town. Joining McGarrett is Detective Danny ""Danno"" Williams, a relocated ex-New Jersey cop - a working man in paradise who prefers skyscrapers to the coastline - but who's committed to keeping the Islands safe for his young daughter; Chin Ho Kelly, an ex-Honolulu police detective and former protégé of McGarrett's father who was wrongly accused of corruption; Dr. Max Bergman, the quirky coroner; Chin's cousin, Kono Kalakaua, a beautiful and fearless native; and Captain Lou Grover, who formerly headed Hawaii's SWAT unit. Joining them is Jerry Ortega, a former classmate of Chin's and the Island's local conspiracy theorist. The state's brash FIVE-0 unit, who may spar and jest among themselves, remain determined to eliminate the seedy elements from the 50th state."
25,Hellsing,https://static.tvmaze.com/uploads/images/medium_portrait/178/446544.jpg,"Anime, Horror, Supernatural",Japanese,Animation,Ended,2001-10-10,30,7.3,Fuji TV,1,13,"Fumiko Orikasa, Jouji Nakata, Yoshiko Sakakibara, Motomu Kiyokawa, Hiroaki Hirata",Hellsing is a 13-part anime based on the manga of the same name. The plot is significantly difficult to that of the the manga although the characters are the same. The show mainly focuses on the hellsing institute that houses the anti-hero named Alucard who swore loyalty to the Helsing family many years before. Alucard being the first ever vampire takes on a new apprentice named Sera's.
26,Hellsing Ultimate,https://static.tvmaze.com/uploads/images/medium_portrait/178/446780.jpg,"Drama, Action, Anime, Horror",Japanese,Animation,Ended,2006-02-10,50,7.6,TBS,1,10,"Fumiko Orikasa, Jouji Nakata, Yoshiko Sakakibara, Norio Wakamoto","Hellsing Ultimate, unlike the 13-part Hellsing series, follows the manga of the same name very closely. Alucard being the main protagonist and anti-hero/vampire. Hellsing Ultimate is a 10-part series of OVAs whereby Alucard turns Sera's into a vampire. The main focus of the plot being on an enemy neo-nazi group."
28,Californication,https://static.tvmaze.com/uploads/images/medium_portrait/38/95017.jpg,"Drama, Comedy",English,Scripted,Ended,2007-08-13,30,7.9,Paramount+ with Showtime,7,84,"David Duchovny, Evan Handler, Natascha McElhone, Madeleine Martin, Pamela Adlon, Madeline Zima",Californication is a series based around the writer Hank Moody. He moves to California and suffers a writers block as well as many other family and personal issues. His drinking and generally unhealthy lifestyle interrupts his relationships with his long term lover Karen and his daughter Becca as he struggles with his manager Charlie Runkle.
29,Vikings,https://static.tvmaze.com/uploads/images/medium_portrait/286/715906.jpg,"Drama, Action, History",English,Scripted,Ended,2013-03-03,60,8.6,History,6,89,"Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst, Alex Høgh Andersen, Marco Ilsø, Jordan Patrick Smith, Peter Franzén, Travis Fimmel, Clive Standen, John Kavanagh, Moe Dunford, Alyssa Sutherland, Linus Roache, George Blagden, Jessalyn Gilsig, Jasper Pääkkönen, Ragga Ragnars, Jonathan Rhys Meyers, Данила Козловский, Eric Johnson, Ben Robson, Donal Logue, Lothaire Bluteau, David Lindström, Ray Stevenson, Gabriel Byrne, Kevin Durand","Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean."
30,American Horror Story,https://static.tvmaze.com/uploads/images/medium_portrait/473/1183640.jpg,"Drama, Horror, Thriller",English,Scripted,Running,2011-10-05,61,7.5,FX,13,132,"Emma Roberts, Sarah Paulson, Taissa Farmiga, Frances Conroy, Sarah Paulson, Connie Britton, Dylan McDermott, Evan Peters, Jessica Lange, Evan Peters, Evan Peters, Jessica Lange, Jessica Lange, Jessica Lange, Zachary Quinto, Taissa Farmiga, Finn Wittrock, Sarah Paulson, Lily Rabe, Chloë Sevigny, Lady Gaga, Lily Rabe, Lizzie Brocheré, Kathy Bates, Angela Bassett, Evan Peters, Kathy Bates, Evan Peters, Wes Bentley, Denis O'Hare, Sarah Paulson, Evan Peters, Joseph Fiennes, James Cromwell, Emma Roberts, Denis O'Hare, Denis O'Hare, Kathy Bates, Sarah Paulson, Cuba Gooding, Jr., Billie Lourd, Kathy Bates, Russell Tovey, Joe Mantello, Michael Chiklis, Sarah Paulson, Matt Bomer, Cheyenne Jackson, Lily Rabe, Angela Bassett, Alison Pill, Cody Fern, Emma Roberts, Billie Lourd, Cody Fern, Gus Kenworthy, John Carroll Lynch, Angelica Ross, Zach Villa, Charlie Carver, Matt Czuchry, Denis O'Hare, Frances Conroy, Kathy Bates, Andre Holland, Cheyenne Jackson, Billie Lourd, Leslie Grossman, Leslie Grossman, Matthew Morrison, Zachary Quinto, Emma Roberts, Kim Kardashian, Annabelle Dexter-Jones, Julie White, Angela Bassett, Wes Bentley, Adina Porter, Billie Lourd, Leslie Grossman, Isaac Powell, Cara Delevingne, Maaz Ali, Sarah Paulson, Frances Conroy, Denis O'Hare, Sandra Bernhard, Michaela Jaé Rodriguez, Denis O'Hare, Sarah Paulson, Cheyenne Jackson, Evan Peters, Finn Wittrock, Leslie Grossman, Macaulay Culkin, Ryan Kiera Armstrong, Patti LuPone, Denis O'Hare, Evan Peters, Evan Peters, Cheyenne Jackson, Sarah Paulson, Lily Rabe, Sarah Paulson, Neal McDonough, Kaia Gerber, Nico Greetham, Isaac Powell, Rachel Hilson, Evan Peters, Adina Porter, Angelica Ross, Leslie Grossman, Angelica Ross, Annabelle Dexter-Jones, Billie Lourd, Lily Rabe, Rebecca Dayan","American Horror Story is an horror television anthology series. Each season is conceived as a self-contained miniseries, following a disparate set of characters and settings, and a storyline with its own beginning, middle, and end. While some actors appear for more than one year, they play completely different roles in each season."
31,Marvel's Agents of S.H.I.E.L.D.,https://static.tvmaze.com/uploads/images/medium_portrait/486/1215694.jpg,"Action, Adventure, Science-Fiction",English,Scripted,Ended,2013-09-24,60,8.0,ABC,7,136,"Elizabeth Henstridge, Chloe Bennet, Ming-Na Wen, Clark Gregg, Iain De Caestecker, Henry Simmons, Natalia Cordova-Buckley, Brett Dalton, Jeff Ward, Nick Blood, Adrianne Palicki, Luke Mitchell, John Hannah, Clark Gregg","Phil Coulson heads an elite team of fellow agents with the worldwide law-enforcement organization known as S.H.I.E.L.D. (Strategic Homeland Intervention Enforcement and Logistics Division), as they investigate strange occurrences around the globe. Its members -- each of whom brings a specialty to the group -- work with Coulson to protect those who cannot protect themselves from extraordinary and inconceivable threats."
32,Fargo,https://static.tvmaze.com/uploads/images/medium_portrait/487/1219631.jpg,"Drama, Comedy, Crime",English,Scripted,To Be Determined,2014-04-15,67,8.7,FX,5,51,"Allison Tolman, Colin Hanks, Billy Bob Thornton, Martin Freeman, Jesse Plemons, Ted Danson, Patrick Wilson, Carrie Coon, Jason Schwartzman, Chris Rock, James Vincent Meredith, Emyri Crutchfield, Jessie Buckley, Juno Temple, Joe Keery, Jon Hamm, Kirsten Dunst, Jean Smart, Ewan McGregor, Mary Elizabeth Winstead, David Thewlis, Jeremie Harris, Corey Hendrix, Matthew Elam, Salvatore Esposito, Gaetano Bruno, Francesco Acquaroli, Anji White, Jack Huston, Jennifer Jason Leigh, David Rysdahl, Richa Moorjani, Sam Spruell, Sienna King, Ben Whishaw, Andrew Bird, Karen Aldridge, Dave Foley, Lamorne Morris, Goran Bogdan, Stephen Spencer, Ewan McGregor","Fargo is a seasonal anthology crime drama with some dark comical elements, inspired by the film Fargo written by the Coen brothers. Each season follows a new case and new characters, all entrenched in the trademark humor, murder and ""Minnesota nice"" that has made the film an enduring classic."
33,Hemlock Grove,https://static.tvmaze.com/uploads/images/medium_portrait/0/305.jpg,"Drama, Horror, Thriller",English,Scripted,Ended,2013-04-19,52,6.9,Netflix,3,33,"Famke Janssen, Landon Liboiron, Bill Skarsgård, Joel de la Fuente, Kaniehtiio Horn, Dougray Scott, Madeleine Martin, Penelope Mitchell, Freya Tingley, Camille de Pazzis","Secrets are just a part of daily life in the small Pennsylvania town of Hemlock Grove, where the darkest evils hide in plain sight."
34,Helix,https://static.tvmaze.com/uploads/images/medium_portrait/126/316697.jpg,"Horror, Science-Fiction, Thriller",English,Scripted,Ended,2014-01-10,60,6.4,Syfy,2,26,"Billy Campbell, Kyra Zagorsky, Mark Ghanimé, Hiroyuki Sanada, Matt Long",Helix is a science fiction thriller that focuses on a CDC expedition into the arctic. They go there to investigate the potential outbreak of a disease with no idea what they are getting themselves into. They encounter an almost zombie-like threat that could threaten mankind itself whilst the operator of the facility seems to know more than what he is saying.
35,The Killing,https://static.tvmaze.com/uploads/images/medium_portrait/216/540157.jpg,"Drama, Crime, Thriller",English,Scripted,Ended,2011-04-03,60,8.2,AMC,4,44,"Mireille Enos, Joel Kinnaman, Billy Campbell, Brent Sexton, Eric Ladin, Liam James, Kristin Lehman, Jamie Anne Allman, Michelle Forbes, Gregg Henry, Amy Seimetz, Brendan Sexton III, Elias Koteas, Annie Corley, Hugh Dillon, Peter Sarsgaard, Bex Taylor-Klaus, Julia Sarah Stone, Max Fowler, Tyler Ross, Sterling Beaumon, Levi Meaden","The Killing follows Seattle homicide detectives Stephen Holder and Sarah Linden and their work as detectives investigating murders. Sarah Linden takes cases very seriously and has issues keeping her work and family separate, as she pairs up with recovering addict Stephen Holder to solve dark murders."
37,Intruders,https://static.tvmaze.com/uploads/images/medium_portrait/126/316698.jpg,"Drama, Fantasy, Thriller",English,Scripted,Ended,2014-08-23,60,7.2,BBC America,1,8,"John Simm, James Frain, Millie Bobby Brown, Mira Sorvino, Tory Kittles","A contemporary, chilling, paranormal tale set in the moody Pacific Northwest, the series spins a fascinating and complex web of drama. As strange, apparently unrelated events start happening, multiple story-lines - a missing wife, an assassin covering his crimes, a child on the run - begin to intertwine to reveal a conspiracy that will forever change our understanding of human nature."
