show_id,name,image,genres,language,type,status,premiered,avg_runtime_minutes,rating,platform,seasons_count,episodes_count,cast,summary
404,Magic City,https://static.tvmaze.com/uploads/images/medium_portrait/179/449238.jpg,"Drama, Crime, Mystery",English,Scripted,Ended,2012-03-30,60,7.9,STARZ,2,16,"Jeffrey Dean Morgan, Olga Kurylenko, Steven Strait, Jessica Marais, Christian Cooke, Danny Huston, Elena Satine, Dominik Garcia-Lorido, Kelly Lynch, Taylor Blackwell","Miami Beach, 1959.As Ike Evans rings in the New Year at his luxurious Miramar Playa Hotel, Havana falls to Castro's rebels. It's a turbulent time in Miami, but it's the place to be. The Kennedys, the mob and the CIA all hold court here. And Ike, he's the star of his hotel. But everything comes at a price. To finance his dream, he sold his soul to mob boss Ben ""The Butcher"" Diamond. Ike's wife Vera, a former showgirl, and his three kids think he's an honorable man, but he can't break his pact with the devil. His life is a façade. In fact, nothing at the Miramar Playa is what it seems. By day, it's diving clowns and cha-cha lessons. By night, escorts have secret liaisons with husbands in the family cabanas, while Miami's seedier residents and the law drift together to hear legendary singers, musicians and comics. As Ike's world threatens to implode, he fights for his family, and the Miramar Playa, in Magic City."
405,Derek,https://static.tvmaze.com/uploads/images/medium_portrait/2/6206.jpg,"Drama, Comedy",English,Scripted,Ended,2012-04-12,30,8.0,Channel 4,2,12,"Kerry Godliman, Ricky Gervais, David Earl, Arthur Nightingale, Karl Pilkington, Tim Barlow, Brett Goldstein, Kay Noone, Holli Dempsey, Ruth Bratt, Ben Bailey Smith, Vilma Hollingbery, Joan Linder","An award-winning bittersweet comedy-drama about a group of outsiders living on society's margins, Derek centers around Derek Noakes (a tender, innocent man whose love for his job at a retirement home shines through. Derek cares deeply for the home's residents, because they are kind and funny and tell him stories of what life used to be like. Working alongside Derek is Dougie, his landlord, who is one of life's unlucky individuals; Kev, a lovable train wreck; and Hannah, a care worker in the home and Derek's best friend. She is smart, witty and hardworking, but unlucky in love, and, like Derek, always puts other people first."
406,Men at Work,https://static.tvmaze.com/uploads/images/medium_portrait/2/6214.jpg,"Drama, Comedy",English,Scripted,Ended,2012-05-24,30,6.9,TBS,3,30,"Danny Masterson, Michael Cassidy, Adam Busch, James Lesure, Meredith Hagner","Men at Work is a brazen new original comedy about four hip, young professionals set to take on New York and live life ""Full Steam"" - ahead just like the name of the magazine that they work for. They follow the ""boys will be boys"" mantra of single, 30-somethings navigating work, friendship, and women."
407,Mortal Kombat: Legacy,https://static.tvmaze.com/uploads/images/medium_portrait/399/999495.jpg,"Action, Adventure, Fantasy",English,Scripted,Ended,2011-04-12,10,7.3,Machinima,2,19,,"In the beginning, the universe and its realms were in harmony, but even gods are not immune to power and greed. This balance was soon thrown into discord. The power-hungry gods challenged each other over the fates of their respective realms. They battled to the death in tournaments alongside mortal champions chosen from each realm. For millennia, Shao Kahn—the Emperor of Outworld—has successfully expanded his domain by defeating other realms. Edenia was the last realm to lose the tournament and fall to Shao Kahn. Ten years ago in the last tournament, Outworld and Earth-realm's warriors clashed, and Liu Kang emerged victorious. Earth-realm was spared. But now Shao Kahn's challenge has come again, and a new war is about to commence. The fate of Earth-realm and its inhabitants rests upon the outcome of this tournament. Let the kombat begin."
408,Jane by Design,https://static.tvmaze.com/uploads/images/medium_portrait/302/755993.jpg,"Drama, Comedy",English,Scripted,Ended,2012-01-03,60,7.8,Freeform,1,18,"Erica Dasher, Nick Roux, Andie MacDowell, India de Beaufort, Matthew Atkinson, Meagan Tandy, Rowly Dennis, Nazneen Contractor, Annie Little, Brooke Lyons, Greg Vaughan, Sahlima, Todd Sherry","Jane by Design follows Jane Quimby a quirky teen with an eclectic chic fashion sense who lands a job at a hip fashion house when they mistake her for an adult. Torn between her love of fashion and the need to finish high school, Jane conceals her true age to assist the demanding, but talented Gray Chandler Murray who travels the world in search of the next big style trend."
409,Invader ZIM,https://static.tvmaze.com/uploads/images/medium_portrait/2/6242.jpg,Children,English,Animation,Ended,2001-03-30,30,7.8,Nickelodeon,2,46,"Richard Steven Horvitz, Rosearik Rikki Simons, Andy Berman, Melissa Fahn, Rodger Bumpass, Wally Wingert, Kevin McDonald, Lucille Bliss","Invader ZIM is an eccentric alien soldier from the planet Irk. He was banished from the Irken Empire after nearly destroying his home planet on an early mission. After begging his superiors, the Almighty Tallest Red and Purple, for another chance, they decide to get rid of him once and for all. They trick him into going on a ""secret mission"" to an obscure planet at the edge of the universe, a planet with the unlikely name of Earth, in hopes that he'll die along the way. But their trick backfires when ZIM safely reaches Earth and begins his ever-so-subtle conquest of it. He disguises himself as a schoolboy, and now the only person who can stop him is one kid - Dib, a somewhat insane paranormal researcher, who sees straight through ZIM's disguise and is intent on stopping his reign of ""terror"". The only problem is that neither of them is very good at stopping the other."
411,The Cape,https://static.tvmaze.com/uploads/images/medium_portrait/2/6361.jpg,"Drama, Crime, Supernatural",English,Scripted,Ended,2011-01-09,60,6.5,NBC,1,10,"David Lyons, Keith David, Summer Glau, Jennifer Ferrin, Ryan Wynott, Martin Klebba, Dorian Missick, Vinnie Jones, James Frain","Fueled by a desire to reunite with his wife Dana and son Trip, Vince Faraday takes the law into his own hands to battle criminal forces that have overtaken Palm City. Faraday is joined by Max Malini, the ringleader of a circus gang of bank robbers, who mentors Faraday and trains him to become The Cape, as well as investigative blogger Orwell who wages war on crime and corruption in Palm City. Together, they must battle Ark corporation billionaire Peter Fleming -- The Cape's nemesis -- who moonlights as the twisted killer ""Chess."""
412,Fairly Legal,https://static.tvmaze.com/uploads/images/medium_portrait/305/763631.jpg,Drama,English,Scripted,Ended,2011-01-20,60,7.8,USA Network,2,23,"Sarah Shahi, Michael Trucco, Virginia Williams, Baron Vaughn, Ryan Johnson","Fairly Legal centers on Kate Reed, a top litigator frustrated with the endless bureaucracy and daily injustices of the system, who takes a hard left to become the ultimate anti-lawyer: a mediator. Using her knowledge of the law, along with her savvy, intuition and a whatever-it-takes approach to resolving conflict, Kate finds the middle ground for a wide variety of adversaries - from Fortune 500 corporations to bitter divorces. After the sudden death of her father, she finds herself at odds with the new boss, her stepmother Lauren Reed... and in bed with her soon-to-be ex-husband, Justin Patrick, a top gun in the DA's office. Helping her keep all of this chaos at bay is her trusted, geek-chic assistant Leonardo."
413,Whitney,https://static.tvmaze.com/uploads/images/medium_portrait/2/6377.jpg,"Comedy, Romance",English,Scripted,Ended,2011-09-22,30,7.2,NBC,2,38,"Whitney Cummings, Chris D'Elia, Rhea Seehorn, Zoe Lister-Jones, Daniel G. O'Brien, Maulik Pancholy, Tone Bell","They say marriage is the number one cause of divorce. For Alex and Whitney, it's one of many reasons they're determined not to take the plunge.After going to yet another one of their friends' weddings, Whitney realizes that she and Alex are dangerously close to relationship boredom. She sees it happen all the time: pretty soon you're not dressing up for each other, you're not having enough sex, and you start fighting. Determined not to let that happen to them, Whitney consults her close circle of (opinionated) friends and snaps into action. A few awkward sexy costumes and one botched seductive evening later, they end up in the ER after Alex gets a concussion from a compromising position. Not exactly the mind-blowing experience she wanted, but you know what? That's all right. Their relationship might not be perfect on paper, but it works and they really do love each other.Bright young comedian Whitney Cummings brings her unique and hilarious perspective on love to this new comedy series that proves there's no right way to be together... but there are plenty of wrong ways."
415,Olive Kitteridge,https://static.tvmaze.com/uploads/images/medium_portrait/2/6858.jpg,Drama,English,Scripted,Ended,2014-11-02,60,8.0,HBO,1,4,"Frances McDormand, Richard Jenkins, Martha Wainwright, John Gallagher, Jr., Ann Dowd, Peter Mullan, Bill Murray, Jesse Plemons, Rosemarie DeWitt, Zoe Kazan, Donna Mitchell, Brady Corbet, Rachel Brosnahan, Patricia Kalember, Maryann Urbano, Audrey Marie Anderson","Based on Elizabeth Strout's Pulitzer Prize-winning novel of the same name, Olive Kitteridge tells the poignantly sweet, acerbically funny and devastatingly tragic story of a seemingly placid New England town wrought with illicit affairs, crime and tragedy, told through the lens of a woman whose wicked wit and harsh demeanor mask a warm but troubled heart and a staunch moral center."
416,Are You the One?,https://static.tvmaze.com/uploads/images/medium_portrait/494/1235413.jpg,Romance,English,Reality,Ended,2014-01-21,61,5.5,Paramount+,9,104,"Ryan Devlin, Terrence Jenkins, Kamie Crawford","Are You the One? will follow a group of 10 single women and 10 single men who are self-admittedly horrible at relationships, as they jet off to Puerto Rico in the hopes they'll leave their bad relationship habits behind and surrender to their perfect match.Prior to arrival, the singles will undergo a rigorous matchmaking process involving in-depth interviews and compatibility testing, using a team of professional matchmakers, psychologists, and the contestants' family, friends, and exes. An ideal match for each person will be selected - the catch is that the results are not revealed. The singles will begin their quest to find their perfect match in the house. If the entire group succeeds in finding their matches during the season, they'll walk away not only with love, but their share of one million dollars. All 10 couples must match, or they'll all go home without the cash!"
417,MasterChef Junior,https://static.tvmaze.com/uploads/images/medium_portrait/507/1267821.jpg,"Children, Food",English,Reality,Ended,2013-09-27,60,6.9,FOX,9,107,"Gordon Ramsay, Christina Tosi, Aarón Sánchez, Joe Bastianich, Graham Elliot, Daphne Oz, Tilly Ramsay, Charlie Ryan",MasterChef Junior goes back for seconds...and thirds! This culinary competition series gives talented kids between the ages of eight and 13 the chance to showcase their culinary abilities and passion for food through a series of delicious challenges.
418,Chrisley Knows Best,https://static.tvmaze.com/uploads/images/medium_portrait/445/1113406.jpg,"Comedy, Family",English,Reality,Ended,2014-03-11,30,5.4,USA Network,10,203,"Todd Chrisley, Julie Chrisley, Chase Chrisley, Savannah Chrisley, Grayson Chrisley, Faye Chrisley, Chloe Chrisley, Kyle Chrisley, Lindsie Chrisley Campbell, Jackson Campbell","Chrisley Knows Best is a real-life family comedy, which broke its ratings record on its second season premiere, follows the entertaining lives of Atlanta-based ""Patriarch of Perfection"" Todd Chrisley, and his colorful clan including his wife, five children and two grandchildren."
419,Snooki & JWoww,https://static.tvmaze.com/uploads/images/medium_portrait/2/6872.jpg,,English,Reality,Ended,2012-06-21,46,5.3,MTV,4,48,"Jenni Farley, Nicole Polizzi","The show returns with 12 all-new episodes chronicling the zany antics of Nicole ""Snooki"" Polizzi, Jenni ""JWOWW"" Farley, their fiancés Jionni LaValle and Roger Mathews, and their new babies. In what is sure to be their wildest season yet, fans will witness the besties as they tackle life milestones including new motherhood and upcoming nuptials.Over the past five years, viewers have fallen in love with Snooki and JWOWW, who have become a modern day Laverne and Shirley, watching them go from party girls to motherhood and roommates to wombmates, while trading in beer for baby bottles. Now it's time to say goodbye and see how it all ends."
420,Slednecks,https://static.tvmaze.com/uploads/images/medium_portrait/2/6873.jpg,,English,Reality,Ended,2014-10-30,30,7.502947368421053,MTV,1,18,,"MTV is heading to Alaska with new series, Slednecks. The weekly half-hour comedic docu-series follows a close group of adventurous friends living in rural Wasilla, Alaska.Polar Bear plunges, airboating on ice, glacier parties, river wakeboarding, and human catapulting are just some of the action-packed adventures these 'Slednecks' get into, while also navigating dramatic friendships and relationships in the prime of their lives. With mountains and rivers as their playground, these friends make the most of what they have while always having a blast."
422,A Gifted Man,https://static.tvmaze.com/uploads/images/medium_portrait/2/7317.jpg,"Drama, Fantasy, Medical",English,Scripted,Ended,2011-09-23,60,7.7,CBS,1,16,"Patrick Wilson, Jennifer Ehle, Margo Martindale, Rachelle Lefevre, Pablo Schreiber, Rhys Coiro","A Gifted Man is a drama about a brilliant, charismatic surgeon whose life changes forever when his deceased ex-wife begins teaching him the meaning of life from the ""hereafter"". Michael Holt is an exceptional doctor who lives a materialistic life of luxury thanks to his work-obsessed career and powerful and wealthy patients; however, Michael's ordered world is rocked when his ex-wife, Anna, an idealistic free-clinic doctor and the love of his life, mysteriously appears to him. In an attempt to go back to his ""normal"" life, Michael visits Anton, a carpenter who moonlights as a Shaman to try and extract Anna's spirit from his body, but when Anna reappears and asks Michael to go to her clinic to help keep it running, he realizes she needs him more now then ever. Curious about Michael's sudden change in behavior is his efficient assistant, Rita, who works tirelessly to facilitate his schedule in order to accommodate his added responsibilities at the clinic. Touched by those in need and accepting of Anna's compassionate ""presence"", Michael's attitude toward serving the rich and poor is turned upside down, and he begins to see that there's room in his life for everyone."
423,Life's Too Short,https://static.tvmaze.com/uploads/images/medium_portrait/2/7335.jpg,Comedy,English,Scripted,Ended,2011-11-10,30,7.3,BBC Two,1,7,"Warwick Davis, Ricky Gervais, Stephen Merchant, Rosamund Hanson, Jo Enright",Observational comedy starring Warwick Davis and written by Ricky Gervais and Stephen Merchant.
424,Kourtney & Khloe Take the Hamptons,https://static.tvmaze.com/uploads/images/medium_portrait/2/7366.jpg,,English,Reality,Ended,2014-11-02,60,7.502947368421053,E!,1,10,"Kourtney Kardashian, Khloé Kardashian, Scott Disick","From the producers of E!'s mega-hit series, Keeping Up with the Kardashians, Kourtney, a newly single Khloé, and Lord Disick himself are back in the Big Apple, and are taking the city by storm. The girls have their work cut out for them as they set out to relocate the Dash New York store to a hot new property while managing the initial struggles of opening their first pop-up store in the Hamptons."
425,The Passing Bells,https://static.tvmaze.com/uploads/images/medium_portrait/2/7487.jpg,"Drama, War, History",English,Scripted,Ended,2014-11-03,30,7.0,BBC One,1,5,"Adam Long, Matthew Aubrey, Hubert Burton, Wilf Scolding, Sabrina Bartlett, Felix Auer, Jack Lowden, Jennifer Hennessy, Patrick Gibson, Simon Kunz, Amanda Drew, Erika Karkuszewska, Ben McGregor, Alex Ferns, Brian Fletcher, Mark Burghagen","World War I drama. At the outbreak of war, two teenage boys - one German and one British - defy their parents to sign up."
426,The People Remember,https://static.tvmaze.com/uploads/images/medium_portrait/12/31443.jpg,History,English,Documentary,Ended,2014-11-03,46,7.502947368421053,BBC One,3,17,"Sophie Raworth, JJ Chalmers, Andy Torbet","History series presented by Sophie Raworth and Andy Torbet, honouring the heroes of war on the battlefield and the home front."
432,Dollhouse,https://static.tvmaze.com/uploads/images/medium_portrait/3/8450.jpg,"Action, Science-Fiction",English,Scripted,Ended,2009-02-13,60,7.7,FOX,2,26,"Harry Lennix, Fran Kranz, Tahmoh Penikett, Olivia Williams, Enver Gjokaj, Dichen Lachman, Eliza Dushku","In Dollhouse, Echo is an ""Active,"" a member of a highly illegal and underground group of individuals who have had their personalities wiped clean so they can be imprinted with any number of new personas. Hired by the wealthy, powerful and connected, the Actives don't just perform their hired roles; they wholly become - with mind, personality and physiology - whomever the client wants or needs them to be. Whether imprinted to be a lover, an assassin, a corporate negotiator or a best friend, the Actives know no other life than the specific engagements they are in at that time."
433,Caprica,https://static.tvmaze.com/uploads/images/medium_portrait/3/8928.jpg,"Drama, Science-Fiction",English,Scripted,Ended,2010-01-22,60,7.5,Syfy,1,18,"Eric Stoltz, Esai Morales, Paula Malcomson, Sasha Roiz, Polly Walker, Alessandra Torresani, Magda Apanowicz, Brian Markinson, Avan Jogia","Set 58 years before Battlestar Galactica, Caprica follows two rival families - the Graystones and the Adamas - as they grow, compete, and thrive in the vibrant world of the peaceful 12 Colonies, living in a society close to our own. Entangled in the burgeoning technology of artificial intelligence and robotics that will eventually lead to the creation of the Cylons, the two houses go toe-to-toe, blending action with corporate conspiracy and sexual politics.Daniel Graystone, a computer genius, is owner of a large computer corporation that is spearheading the development of artificial intelligence. He and his wife Amanda, who's a brilliant surgeon, are both relentless in their scientific pursuits. The Adama clan is helmed by Joseph Adama, a renowned criminal defense attorney and father of future Battlestar commander William Adama. When tragedy strikes both families, lines are drawn that will determine the fate of the human race."
434,Warehouse 13,https://static.tvmaze.com/uploads/images/medium_portrait/43/109000.jpg,"Drama, Science-Fiction, Mystery",English,Scripted,Ended,2009-07-07,61,8.4,Syfy,5,64,"Eddie McClintock, Joanne Kelly, Saul Rubinek, Allison Scagliotti, Aaron Ashmore, Genelle Williams, Simon Reynolds","After saving the life of the President, two Secret Service agents find themselves abruptly transferred to Warehouse 13 -- a massive, top-secret storage facility in windswept South Dakota that houses every strange artifact, mysterious relic, fantastical object and supernatural souvenir ever collected by the U.S. government. The Warehouse's caretaker Artie charges Pete and Myka with chasing down reports of supernatural and paranormal activity in search of new objects to cache at the Warehouse, as well as helping him to control the warehouse, itself. Rounding out the team is technology specialist Claudia and former ATF Steve Jinks."
435,Smallville,https://static.tvmaze.com/uploads/images/medium_portrait/79/199609.jpg,"Drama, Adventure, Science-Fiction",English,Scripted,Ended,2001-10-16,60,8.1,The CW,10,217,"Tom Welling, Allison Mack, Michael Rosenbaum, Kristin Kreuk, Annette O'Toole, Erica Durance, John Schneider, John Glover, Sam Jones III, Justin Hartley, Cassidy Freeman, Aaron Ashmore, Eric Johnson, Jensen Ackles, Laura Vandervoort, Callum Blue, Sam Witwer","A retelling of Superman's early days as teenager Clark Kent growing up in Smallville, Kansas. He is guided by his adopted parents Jonathan and Martha Kent.Friends and adversaries include Lana Lang, Chloe Sullivan, Pete Ross, Lois Lane and Lex Luthor and his father Lionel Luthor."
436,Dead Like Me,https://static.tvmaze.com/uploads/images/medium_portrait/3/9014.jpg,"Drama, Comedy, Supernatural",English,Scripted,Ended,2003-06-27,61,8.1,Paramount+ with Showtime,2,29,"Ellen Muth, Callum Blue, Mandy Patinkin, Christine Willes, Britt McKillip, Cynthia Stevenson, Laura Harris, Jasmine Guy, Greg Kean, Rebecca Gayheart","You're about to be collected. When an errant toilet seat from the falling Mir space station puts an abrupt end to her life, George discovers that death is nothing like she thought it would be. Recruited to collect the souls of others as they die, she suddenly finds herself an unwilling participant in a line of work she never knew existed: Grim Reaping!"
439,Wolverine and the X-Men,https://static.tvmaze.com/uploads/images/medium_portrait/254/636101.jpg,"Action, Adventure, Science-Fiction",English,Animation,Ended,2008-09-08,30,7.7,Nicktoons,1,26,"Steve Blum, Nolan North, Fred Tatasciore, Kari Wahlgren, Danielle Judovits, Liam O'Brien, Yuri Lowenthal, Susan Dalian, Liam O'Brien","After a mysterious explosion at the Xavier mansion, and the resulting disappearances of Professor Xavier and Jean Grey, the distraught X-Men disband. But soon, Wolverine, Storm. Beast and the others find themselves together again to battle the increasingly powerful Mutant Response Division, and to prevent a catastrophic future that Xavier has warned must never come to pass."
440,Everwood,https://static.tvmaze.com/uploads/images/medium_portrait/81/204375.jpg,"Drama, Family, Romance",English,Scripted,Ended,2002-09-16,60,7.8,The WB,4,89,"Treat Williams, Gregory Smith, Emily VanCamp, Vivien Cardone, Debra Mooney, Chris Pratt, John Beasley, John Beasley, Tom Amandes, Stephanie Niznik, Merrilyn Gann","As a world-class neurosurgeon, Dr. Andrew Brown is a hero. As a father, he's a zero. But that is changing. Tragedy makes him a single parent to his two children. And as the first act of his new life, Andy leaves Manhattan and moves his family to Everwood, the tiny Colorado town where big dreams can grow."
444,XIII: The Series,https://static.tvmaze.com/uploads/images/medium_portrait/3/9073.jpg,"Action, Adventure",English,Scripted,Ended,2011-04-20,60,7.8,Showcase,2,26,"Kristi Angus, Roxane Mesquida, Aaron Ashmore, Aisha Tyler, Caterina Murino, Greg Bryk, Jean Marc Barr, Paulino Nunes, Stephen McHattie, Stuart Townsend, Ted Atherton, Tom Berenger, Virginie Ledoyen",XIII: The Series is a follow up to the TV movie: XIII: The Prodigy. A man suffering from amnesia tries to uncover his past in this action filled canadian show.
445,Metal Hurlant Chronicles,https://static.tvmaze.com/uploads/images/medium_portrait/3/9081.jpg,"Action, Adventure, Science-Fiction",English,Scripted,Ended,2012-10-27,30,6.4,France 4,2,12,"Scott Adkins, Dominique Pinon, James Marsters, Michael Jai White, Darren Shahlavi, Guy Amram, Charlie Dupont, Craig Fairbrass, Eriq Ebouaney, Jean-Yves Berteloot, Joe Flanigan, Matt Mullins, Michelle Ryan, Patrice Delmont, Kelly Brook, Karl E. Landler, Rutger Hauer","Based on the popular French comics anthology Métal Hurlant (known as Heavy Metal in the United States) each of the 12 episodes take place on a different planet with a different cast, linked together by the presence of an asteroid, which plays a vital role in their lives--and the future of their civilization. This is an originally French series, although all of the episodes are spoken in English (in France they were dubbed or subtitled) except season 1 episode 3 which is in French."
446,Defying Gravity,https://static.tvmaze.com/uploads/images/medium_portrait/3/9089.jpg,"Drama, Science-Fiction, Thriller",English,Scripted,Ended,2009-08-02,60,7.8,CTV,1,13,"Andrew Airlie, Christina Cox, Dylan Taylor, Eyal Podell, Florentine Lahme, Karen LeBlanc, Laura Harris, Malik Yoba, Paula Garcés, Ron Livingston, Ty Olsson, Maxim Roy, Zahf Paroo, Peter Howitt","Hurtling into the vast challenge of infinite space, the eight astronauts and the ground personnel who support them are on a mission that has a powerful and awesome mystery at its core. The intimate and interconnected relationships among the astronauts and the ground crew, as well as their past actions, have a strangely karmic effect on the present. Episodes are divided between the present, as the Antares travels towards Venus, and the past, with flashbacks to earlier years when the astronauts were in the grueling selection and training process."
447,Charlie's Angels,https://static.tvmaze.com/uploads/images/medium_portrait/545/1362909.jpg,"Action, Crime",English,Scripted,Ended,2011-09-22,60,7.7,ABC,1,8,"Minka Kelly, Rachael Taylor, Annie Ilonzeh, Ramón Rodríguez","Everyone deserves a second chance -- even a thief, a street racer and a cop who got in a little too deep. After all, the three women who solve cases for their elusive boss, Charlie Townsend, are no saints. They're angels... Charlie's Angels. Set in Miami, this fun, glamorous, action-packed take on the 1970s smash hit series introduces us to three new angels, all fearless detectives, head-turning beauties and close friends. There's Abby, a Park Avenue princess who became a world-class thief. Then there's Kate, a Miami cop who fell from grace, losing both her career and her fiancé. Finally there's Gloria, a disgraced army lieutenant who has a way with explosives."
448,The Universe,https://static.tvmaze.com/uploads/images/medium_portrait/3/9118.jpg,"Adventure, Family, Science-Fiction",English,Documentary,Ended,2007-05-29,60,7.8,Vice TV,9,88,Erik Thompson,"From the planets to the stars and out to the edge of the unknown, history and science collide in this epic exploration of the Universe and its mysteries. It's a very old universe. Yet just 50 years since man first ventured into outer space, the heavens are yielding their greatest secrets. Robotic rovers give us eyes on the red rock of Mars--NASA probes slam into comets at hyper speed--deep-space telescopes capture violent images of the birth of stars and their collapse into black holes. All have significantly changed the way we see ourselves. We wonder, is there anywhere else out there that that can support life? Using cutting-edge computer graphics, this series brings the universe down to earth to show what life would be like on other planets, and to imagine what kind of life forms might evolve in alien atmospheres. Episodes examine how discoveries were made and the scientists and explorers who dared to venture into the uncharted territory of the universe."
449,True Justice,https://static.tvmaze.com/uploads/images/medium_portrait/289/724880.jpg,"Drama, Action, Crime",English,Scripted,Ended,2012-03-30,60,6.3,REELZ,2,26,"Steven Seagal, Sarah Lind, Lochlyn Munro, Jesse Hutch, Tanaya Beatty, William ""Big Sleeps"" Stewart, Meghan Ory, Warren Christie","True Justice stars Steven Seagal as Elijah Kane who leads a hardcore undercover team of Seattle based cops who take on the local criminal element with a high-octane style of enforcement. Kane and his team will take on gangs, drug lords and crime syndicates as they fight to clean up the streets."
450,Wolf Lake,https://static.tvmaze.com/uploads/images/medium_portrait/3/9132.jpg,"Drama, Crime, Supernatural",English,Scripted,Ended,2001-09-19,60,7.8,UPN,1,9,"Lou Diamond Phillips, Tim Matheson, Mia Kirshner, Mia Kirshner, Paul Wesley, Mary Elizabeth Winstead, Graham Greene, Sharon Lawrence, Scott Bairstow","Seattle police detective John Kanin, finds his world turned upsidedown when his girlfriend Ruby mysteriously disappears one night after leaving his apartment. After months of searching, an anonymous tip leads Kanin back to Ruby's hometown Wolf Lake, a place where the residents are hiding a dark secret.(Nine episodes were produced, but only five aired before the series was canceled by CBS. The full series, including the four unaired episodes, was later picked up and broadcast on UPN in April–May 2002.)"
451,Knight Rider,https://static.tvmaze.com/uploads/images/medium_portrait/3/9133.jpg,"Action, Adventure, Science-Fiction",English,Scripted,Ended,2008-02-17,60,6.8,NBC,1,17,"Justin Bruening, Deanna Russo, Val Kilmer, Paul Campbell, Smith Cho, Bruce Davison, Yancey Arias, Sydney Tamiia Poitier","On the heels of NBC's hit movie, the iconic 1980s television classic comes roaring back to life as a reinvented, updated and super-charged action series showcasing the new KITT (Knight Industries Three Thousand). Absolutely the coolest car ever created, KITT is equipped with an ""AI"" (artificial intelligence) that is capable of hacking almost any system. Its weapons systems match that of a jet fighter, and its body is capable of actually transforming into other vehicles and using sophisticated holographic imagery to elude villains.The driver of the new KITT is Mike Traceur, the estranged son of Michael Knight from the earlier series. Traceur later changes his name to Knight as he joins KITT on their mission of fighting crime."
452,The Deep,https://static.tvmaze.com/uploads/images/medium_portrait/3/9141.jpg,Drama,English,Scripted,Ended,2010-08-03,60,7.5,BBC One,1,5,"James Nesbitt, Minnie Driver, Goran Višnjić","In the state-of-the-art research submarine Orpheus, Captain Frances Kelly leads a team of scientists deep below the Arctic ice. They are following the path of an earlier, disastrous expedition; searching the final frontiers of Earth for unknown and remarkable life forms, attempting to find the solution to the world's escalating energy crisis.Enduring crushing pressure, boiling vent gases, freezing temperatures and total darkness, the Orpheus arrives at the Lomonosov Ridge, an enormous area of sea bed which is disputed territory, currently under the United Nations' jurisdiction. Nobody comes here. But there is something else out here: something huge and bewildering. And, as the Orpheus crew struggle for survival and attempt to unravel the mystery, they uncover secrets more terrifying than they ever could have imagined…"
455,Blade: The Series,https://static.tvmaze.com/uploads/images/medium_portrait/3/9153.jpg,"Action, Supernatural",English,Scripted,Ended,2006-06-28,60,6.8,Paramount Network,1,13,"Sticky Fingaz, Jill Wagner, Jessica Gower, Neil Jackson, Nelson Lee","Blade: The Series follows the title character who is half-man, half-vampire and employs his extraordinary powers in a crusade to save mankind from the demonic creatures who walk the night. Set in Detroit, Blade investigates the vampire house of Chthon. Along the way he forms an uneasy alliance with Krista Starr, a former military veteran who becomes entrenched in the world of vampires while investigating the murder of her twin brother."
456,Moonlight,https://static.tvmaze.com/uploads/images/medium_portrait/3/9159.jpg,"Drama, Horror, Romance",English,Scripted,Ended,2007-09-28,60,7.9,CBS,1,16,"Alex O'Loughlin, Sophia Myles, Jason Dohring, Shannyn Sossamon","Mick St. John is a captivating, charming- and immortal- private investigator from Los Angeles who defies the traditional blood-sucking norms of his vampire tendencies by using his wit and powerful supernatural abilities to help the living. In a life-altering twist of fate, Mick was ""bitten"" 60 years ago by his new bride, the seductive Coraline. Forever 30 years of age, Mick's as handsome and charismatic as the day he was ""turned,"" and he eschews others of his kind who view humans only as a source of nourishment. With only a handful of like-minded confidantes for company, including the eternally young, wealthy and mischievous Josef, a hedge fund trader who relishes his uniqueness, Mick fills his infinite days protecting the living. But one night years ago, a single act of kindness changed Mick when he saved a young girl's life, making him want to be a better vampire. Now their paths cross again and Mick develops a distinctive bond with Beth Turner who has grown into a beautiful, ambitious Internet investigative reporter. Reconnecting with her unleashes feelings Mick knows he can't pursue without exposing the part of him that would make him a monster in Beth's eyes. As Mick lives between two realities, fighting his adversaries among the undead and falling in love, he discovers the mysteries and pleasures that a valuable life has to offer."
457,The Event,https://static.tvmaze.com/uploads/images/medium_portrait/394/985754.jpg,"Drama, Action, Science-Fiction",English,Scripted,Ended,2010-09-20,60,7.3,NBC,1,22,"Jason Ritter, Sarah Roemer, Laura Innes, Željko Ivanek, Blair Underwood, Ian Anthony Dale, Bill Smitrovich, Lisa Vidal, Taylor Cole, Scott Patterson, Clifton Collins, Jr.","Sean Walker, stumbles into a national conspiracy after his girlfriend Leila mysteriously disappears from a Caribbean cruise. Elsewhere, President Elias Martinez is scheduled to announce the release of a group of detainees led by Sophia Maguire -- despite the disapproval of his Director of National Intelligence, Blake Sterling. Their futures are on a collision course in a global conspiracy that could ultimately change the fate of mankind."
458,FlashForward,https://static.tvmaze.com/uploads/images/medium_portrait/3/9176.jpg,"Drama, Crime, Science-Fiction",English,Scripted,Ended,2009-09-24,60,7.8,ABC,1,22,"Joseph Fiennes, John Cho, Courtney B. Vance, Sonya Walger, Christine Woods, Jack Davenport, Brían F. O'Byrne, Zachary Knighton, Peyton List, Dominic Monaghan","What would you do if you were given a glimpse of the future? Would you accept what you saw and live life to its fullest, or would you do everything in your power to change your destiny? When the world's population is given a glimpse of their future, it forces everyone to come to grips with whether their destinies can be fulfilled or avoided."
